product_name,product_image,payback_points,product_link,payback_condition,product_quantity,tag_label,price,product_information,store_address,store,category,date
EDEKA Genussmomente Teigwaren,https://offer-images.api.edeka/e5ec55c9-2294-4982-96be-122a7291a161_4311501606179_ENT.tif.png?imwidth=3840&imdensity=1,,,,"verschiedene Ausformungen, 500-g-Packung",SUPERKNÜLLER,1.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,GRUNDNAHRUNG,2023-07-07
Kölln Bio Hafer Flocken zart,https://offer-images.api.edeka/1a3ecf5d-154a-4559-b083-9a483a9edf11_4000540000641_.png?imwidth=3840&imdensity=1,,,,500-g-Packung,,1.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,GRUNDNAHRUNG,2023-07-07
EDEKA Bio Knusper Müsli,https://offer-images.api.edeka/81f43777-204a-4980-8c2c-efd74aed7390_4311501636183_PER.png?imwidth=3840&imdensity=1,,,,"verschiedene Sorten, 500-g-Packung",,2.79,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,GRUNDNAHRUNG,2023-07-07
Alnatura Bio Corn Flakes,https://offer-images.api.edeka/d20cc8dc-314d-4b99-b281-7c2e7c3c8607_4104420019683_frontal.png?imwidth=3840&imdensity=1,,,,375-g-Packung,,1.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,GRUNDNAHRUNG,2023-07-07
Alnatura Bio Corn Flakes ungesüßt,https://offer-images.api.edeka/6673ea3e-9e8c-4cb1-bded-63bef9002873_4104420139640_Cornflakes_ungesuesst_300g_1601.png?imwidth=3840&imdensity=1,,,,300-g-Packung,,1.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,GRUNDNAHRUNG,2023-07-07
Barilla Teigwaren Al Bronzo,https://offer-images.api.edeka/09c7830f-46e9-416c-b951-2cb3389cbe1a_8076809581127_VOR.tif.png?imwidth=3840&imdensity=1,,,,"oder Collezione, verschiedene Ausformungen, z. B. Al Bronzo Spaghetti 400 g, Packung",,1.79,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,GRUNDNAHRUNG,2023-07-07
Barilla Teigwaren Vollkorn,https://offer-images.api.edeka/0382462b-09c8-4d15-98e7-d9a71b8f8892_8076809529419_VOR.tif.png?imwidth=3840&imdensity=1,,,,"verschiedene Ausformungen, 500-g-Packung",SUPERKNÜLLER,1.79,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,GRUNDNAHRUNG,2023-07-07
Gut & Günstig Spaghetti,https://offer-images.api.edeka/6be54634-26e4-41d4-a190-360656543906_4311501003770_PER.png?imwidth=3840&imdensity=1,,,,"oder Fusill, 1-kg-XXL-Vorteilspackung",,1.39,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,GRUNDNAHRUNG,2023-07-07
*Wurzel,https://offer-images.api.edeka/106c1ab1-810a-4698-a279-432d69559e25_1315181000-K_U_WURZELBROT_500G-B.png?imwidth=3840&imdensity=1,,,,"von Hand gedrehtes Weizenbrot mit einer grobporigen Krume, 400-g-Stück
 
• *Nicht erhältlich in Karlsruhe-Durlach und Achern",,3.20,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,GRUNDNAHRUNG,2023-07-07
*Gründerbrot Dinkel,https://offer-images.api.edeka/80111512-ee67-4fd6-8e28-af514d4ef4bb_5494206002-BAK_GRUENDERBROT_DINKEL_600Gl-B.png?imwidth=3840&imdensity=1,,,,"Dinkelbrot, 600-g-Laib
 
• *Nicht erhältlich in Karlsruhe-Durlach und Achern",,3.29,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,GRUNDNAHRUNG,2023-07-07
*Mehrkornweck,https://offer-images.api.edeka/44691f4d-2b55-41b2-9e48-fe4479bbc918_4011318000-BAK_MEHRKORNWECK_TGL._64G.png?imwidth=3840&imdensity=1,,,,"3 Stück
 
• *Nicht erhältlich in Karlsruhe-Durlach und Achern",SUPERKNÜLLER,2.29,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,GRUNDNAHRUNG,2023-07-07
Badische Eierteigwaren,https://offer-images.api.edeka/ab9b9f9f-0bd7-4b4c-b150-862d9704851e_4372197007-SIC_WELLENBAND_500G.png?imwidth=3840&imdensity=1,,,,"mit hohem Ei-Anteil, verschiedene Ausformungen, in den Sorten Hörnchen, Wellenband, Spirelli, Fadennudeln kurz und lang, handwerklich hergestellt, 500-g-Packung
 
• Probierpreis",,3.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,GRUNDNAHRUNG,2023-07-07
EDEKA Genussmomente Ringbrot Walnuss,https://offer-images.api.edeka/d28034c0-a414-4e22-8b8b-b0b9d5ec6211_4311501792896_PER.tif.png?imwidth=3840&imdensity=1,,,,500-g-Packung,SUPERKNÜLLER,2.22,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,GRUNDNAHRUNG,2023-07-07
Dr. Oetker Vitalis Müsli,https://offer-images.api.edeka/f9d4cfd0-10d9-4192-88f0-08f679ce24a4_642209003-OE.VITALIS_SCHOKO_MUESLI_600G.png?imwidth=3840&imdensity=1,,,,"verschiedene Sorten, z. B. Schokomüsli 600 g, Packung",SUPERKNÜLLER,2.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,GRUNDNAHRUNG,2023-07-07
,,,,,,,,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,GRUNDNAHRUNG,2023-07-07
Iglo Fischstäbchen,https://offer-images.api.edeka/467c8cc8-d2ed-4bd3-b325-d0aa4be56571_1519533007-MSC_IGLO_FISCHSTAEBCHEN_450G.png?imwidth=3840&imdensity=1,,,,"verschiedene Sorten, z. B. 15 Fischstäbchen 450 g, tiefgefroren, Packung",SUPERKNÜLLER,2.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,TIEFKÜHL,2023-07-07
Costa Pacific Prawns,https://offer-images.api.edeka/c37c37aa-c9f5-4615-91ab-925ba6722717_790319_Pacific_Prawns.png?imwidth=3840&imdensity=1,,,,"tiefgefroren, 215-g-Packung",,6.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,TIEFKÜHL,2023-07-07
Dr. Oetker Pizza la Mia Grande,https://offer-images.api.edeka/9483229e-3dd3-4d0a-8cba-babf46e85718_4001724027195.png?imwidth=3840&imdensity=1,,,,"verschiedene Sorten, z. B. Salame Piccante 380 g, tiefgefroren, Packung",SUPERKNÜLLER,3.59,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,TIEFKÜHL,2023-07-07
Frosta Fertiggerichte,https://offer-images.api.edeka/6ea20a29-01ac-43a4-8108-78d9e6e64c6c_870139008_FROSTA_NASI_GORENG_500G.png?imwidth=3840&imdensity=1,,,,"verschiedene Sorten, z. B. Nasi Goreng 500 g, tiefgefroren, Packung",SUPERKNÜLLER,2.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,TIEFKÜHL,2023-07-07
Toblerone Stick,https://offer-images.api.edeka/c29e4c4a-6ef4-4112-a701-dd6d7cf6a0a4_4007993033806.png?imwidth=3840&imdensity=1,,,,"oder Milka Vanilla & Chocolate Swirl, tiefgefroren, 3 x 90-ml-Packung",,1.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,TIEFKÜHL,2023-07-07
Wagner Die Backfrische Pizza,https://offer-images.api.edeka/016923bb-ac35-4752-b237-498cce5698d4_4009233006809_VOR.tif.png?imwidth=3840&imdensity=1,,,,"oder Piccolinis, verschiedene Sorten, z. B. Die Backfrische Salami 320 g, tiefgefroren, Packung",,1.88,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,TIEFKÜHL,2023-07-07
Wagner Big City London,https://offer-images.api.edeka/7cfe4ef4-1c89-47de-8496-ad90ec35c63b_7613035492844_big_city_1.png?imwidth=3840&imdensity=1,,,,"tiefgefroren, 420-g-Packung",SUPERKNÜLLER,1.88,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,TIEFKÜHL,2023-07-07
EDEKA Genussmomente Blätterteig Minis Käse-Schinken,https://offer-images.api.edeka/3bd03228-f5b9-4424-a137-271cc5cbc86d_5573887007-E.GEN.BLAETT.TEI.MI.KAE.300G.png?imwidth=3840&imdensity=1,,,,"oder Tomate-Mozzarella, tiefgefroren, 300-g-Packung",SUPERKNÜLLER,2.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,TIEFKÜHL,2023-07-07
,,,,,,,,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,TIEFKÜHL,2023-07-07
Frische Seeteufelsteaks,https://offer-images.api.edeka/8e33c288-6c34-4439-a846-e96bb3d694cc_Seeteufel_Steak.png?imwidth=3840&imdensity=1,,,,"gerne filetieren wir Ihre Ware, ideal zum Grillen und Braten, gefangen im FAO 27, 100 g",SUPERKNÜLLER,4.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FISCH & MEERESFRÜCHTE,2023-07-07
Feinkost Popp Brotaufstrich Alaska-Seelachs,https://offer-images.api.edeka/392f1fcb-baa9-48de-8c93-21c02eae3ecc_4045800522266.png?imwidth=3840&imdensity=1,,,,150-g-Packung,,1.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FISCH & MEERESFRÜCHTE,2023-07-07
Frische Makrelen,https://offer-images.api.edeka/da14968a-14bd-4271-98f1-fd537ffc00a1_155252_71.png?imwidth=3840&imdensity=1,,,,"küchenfertig vorbereitet, Leinenfänge, gefangen im FAO 27, Nordostatlantik/Südwest- England, 100 g",,1.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FISCH & MEERESFRÜCHTE,2023-07-07
Für Sie täglich frisch vorbereitet: Fischpfanne „griechische Art“,https://offer-images.api.edeka/814e2922-6f4b-4de8-98ac-77d62563b6d1_Garnelenpfanne_Asia_5056.png?imwidth=3840&imdensity=1,,,,"für die schnelle Fischküche, 100 g
 
• Aus eigener Herstellung",,1.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FISCH & MEERESFRÜCHTE,2023-07-07
Frische Schellfischrückenfilets,https://offer-images.api.edeka/e83a0ed2-7079-47a7-9e6a-6e36f1bc448c_155712_65.png?imwidth=3840&imdensity=1,,,,"grätenfrei, gefangen im FAO 27 Island, nördliche & mittlere Nordsee, 100 g",,3.69,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FISCH & MEERESFRÜCHTE,2023-07-07
Unser Grillartikel der Woche: Lachs-Seeteufelspieße,https://offer-images.api.edeka/3a61d73c-7626-4d25-941e-7b7ec6fc72bf_PLU_150552_Lachs_Seeteufelspiess.png?imwidth=3840&imdensity=1,,,,"tagesfrisch für Sie zubereitet, 100 g
 
• Aus eigener Herstellung",,3.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FISCH & MEERESFRÜCHTE,2023-07-07
Unser Grillartikel der Woche: Rotbarsch-Fackel Bacon,https://offer-images.api.edeka/f4a4e00f-afc6-4d9b-ad63-515fb98ed366_150092_Rotbarsch_Fackel_Bacon.png?imwidth=3840&imdensity=1,,,,"zarte Rotbarsch Würfel mariniert, mit Bacon umhüllt, grill & pfannenfertig, 100 g",,2.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FISCH & MEERESFRÜCHTE,2023-07-07
Black Tiger Garnelen,https://offer-images.api.edeka/8542e2fd-274f-4ce5-b50c-8d272550d621_5093_47.png?imwidth=3840&imdensity=1,,,,"aufgetaut, ohne Kopf und ohne Schale, aus Aquakultur Bangladesch, 100 g",,3.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FISCH & MEERESFRÜCHTE,2023-07-07
Bückling/Rollmops,https://offer-images.api.edeka/18b5adfc-dd9e-46e4-a1f2-3a29adafda9f_PLU_150543_Raeucher-Rollmops.png?imwidth=3840&imdensity=1,,,,"mild geräuchert, gefüllt mit Gurke und Zwiebel, 100 g",,1.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FISCH & MEERESFRÜCHTE,2023-07-07
Garnelen „Mediterran“,https://offer-images.api.edeka/58fa4298-fb69-4111-9ea4-f5778b7260a9_155833_Garnelen_Mediterran_.png?imwidth=3840&imdensity=1,,,,"Garnelen in Kräuteröl, mit Tomaten verfeinert, 100 g",,3.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FISCH & MEERESFRÜCHTE,2023-07-07
Pastrami Lachs,https://offer-images.api.edeka/9541a818-bded-4857-bba7-92fb7c97650c_PLU_15_0461_Pastrami_Lachs.png?imwidth=3840&imdensity=1,,,,"kalt geräucherter Lachs aus der Fischmanufaktur Fiedler/ Bremerhaven, frisch und fein von Hand geschnitten, 100 g",,5.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FISCH & MEERESFRÜCHTE,2023-07-07
California Surimi Avocado,https://offer-images.api.edeka/763ca7bd-9f44-4c2b-a525-93b884671c48_2306_California_Surimi_Avocado_Masago_orange_I_Kopie.png?imwidth=3840&imdensity=1,,,,210-g-Box,,5.69,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FISCH & MEERESFRÜCHTE,2023-07-07
Bowl Chicken Florentiner,https://offer-images.api.edeka/be17e1ac-4f6a-453b-be08-391bf557a7ed_2236_Chicken_Florentiner.png?imwidth=3840&imdensity=1,,,,500-g-Box,,9.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FISCH & MEERESFRÜCHTE,2023-07-07
Mix Dim Sum,https://offer-images.api.edeka/e39a24ed-1320-4ab6-a43e-fd2a8bcacfbe_2902_Mix_Dim_Sum_I_frei.png?imwidth=3840&imdensity=1,,,,200-g-Box,,4.59,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FISCH & MEERESFRÜCHTE,2023-07-07
EDEKA Thunfischfilets natur,https://offer-images.api.edeka/88e30743-0d2f-46fa-a36d-d1bd7407d283_3409408002-_MSC_E.THUNFISCHFILETS_NAT.185G.png?imwidth=3840&imdensity=1,,,,"185 g, Abtropfgewicht 130 g und weitere Sorten, Dose",,1.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FISCH & MEERESFRÜCHTE,2023-07-07
EDEKA Genussmomente Filets vom Weißen Thunfisch,https://offer-images.api.edeka/d4fcbe7b-85c4-4613-a154-9b97d3b8f1d6_4311501653333_PER.tif.png?imwidth=3840&imdensity=1,,,,"im eigenen Saft 190 g, Abtropfgewicht 135 g, Glas",SUPERKNÜLLER,3.79,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FISCH & MEERESFRÜCHTE,2023-07-07
Donnerstag bis Samstag: Königsmatjes,https://offer-images.api.edeka/bd678f29-28fe-4098-99dc-89c91dc71431_155986_78.png?imwidth=3840&imdensity=1,,,,"Doppelmatjesfilets handfiletiert und mild gesalzen, gefangen im FAO 27 Nordsee, 3 Stück
 
• 3 Stück in der Schale",SUPERKNÜLLER,4.90,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FISCH & MEERESFRÜCHTE,2023-07-07
Spanischer Serrano-Schinken,https://offer-images.api.edeka/3a9fbc04-c5be-4592-9106-6b139a3b6a8e_Serrano_3012824000.png?imwidth=3840&imdensity=1,,,,"luftgetrocknet, mindestens 12 Monate gereift, hauchdünn geschnitten, 100 g",SUPERKNÜLLER,3.29,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-07
Frische Hähnchenbrustfilets,https://offer-images.api.edeka/863846b1-79f8-4a4c-bec6-c989fbd4de47_4995676002_3000424001_4961444004_5172065006.png?imwidth=3840&imdensity=1,,,,"oder Hähnchengeschnetzeltes,  HKL A, natur, 100 g",SUPERKNÜLLER,1.11,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-07
Lammlachse,https://offer-images.api.edeka/cc3043ad-e69f-4316-9f29-529be3ae1f5e_144734_38.png?imwidth=3840&imdensity=1,,,,"natur oder verschieden mariniert. Grüne Wiesen, auf denen sich die Tiere das ganze Jahr bewegen, Klima und frisches Futter; diese Faktoren verleihen dem neuseeländischen Lamm seine hohe Fleischqualität und das unvergessliche Aroma, 100 g",SUPERKNÜLLER,4.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-07
Rinderbeinscheiben,https://offer-images.api.edeka/8f71ccd2-ca7f-49f0-8ded-5036c70f1a89_144342_55.png?imwidth=3840&imdensity=1,,,,"für eine kräftige Fleischbrühe, 1 kg",,8.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-07
Schweineschnitzel,https://offer-images.api.edeka/52ec736d-cab2-402b-a494-43b38a1d5b02_144004_64.png?imwidth=3840&imdensity=1,,,,"aus der Oberschale, 1 kg",,9.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-07
Putensteaks,https://offer-images.api.edeka/e798c59d-c338-4da1-b337-998f10c7804e_144642_24.png?imwidth=3840&imdensity=1,,,,"verschieden mariniert, 100 g",,1.69,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-07
Frische Schweinefilets,https://offer-images.api.edeka/91dc9b86-18dc-4e6f-aa71-4571c0d56f71_Schweinefilets_neu.png?imwidth=3840&imdensity=1,,,,"1A pariert, zart und saftig, 100 g",SUPERKNÜLLER,1.29,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-07
Salsiccia-Schnecke,https://offer-images.api.edeka/d2ad358e-11f9-409d-8c56-dd70a0e2e8f6_45216_Salsiccia.png?imwidth=3840&imdensity=1,,,,"verschiedene Sorten, ideal für Grill und Pfanne, 100 g
 
• Aus eigener Herstellung",SUPERKNÜLLER,1.79,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-07
Almochsen Picanha/Tafelspitz,https://offer-images.api.edeka/8d864890-68ca-43c0-9af8-6046f944c9a6_2462154_iq.png?imwidth=3840&imdensity=1,,,,"eignet sich mit der Fettabdeckung ideal zum Grillen, Smoken oder Garen. Mithilfe eines Kerntermometers lässt sich der richtige Garpunkt erziehlen. Es braucht bei 130°C etwa 90 Minuten, um die Kerntemperatur von 56° C zu erreichen, 100 g",,2.89,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-07
Almochsen Rouladen,https://offer-images.api.edeka/80db0226-3223-4b4e-add5-f37257449833_144324_12.png?imwidth=3840&imdensity=1,,,,"zart und saftig, 100 g",,2.29,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-07
Almochsen Schmorbraten,https://offer-images.api.edeka/cf670b4f-00d2-4dea-8a6a-3de5aae0c05a_144316_30.png?imwidth=3840&imdensity=1,,,,"oder Gulasch, zart und saftig, 100 g",,2.29,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-07
Almochsen Tomahawk,https://offer-images.api.edeka/21a41901-7979-4c0b-9755-ac08980b442d_EDEKA_AT_KW22_2019_OCHSEN_TOMAHAWK_8461371.png?imwidth=3840&imdensity=1,,,,"mit einer besonderen Marmorierung und feinem Aroma, zart und saftig, an seiner typischen, feinen Marmorierung sowie der kräftigen kirsch- bis rubinroten Farbe erkennt man die hohe Qualität, 100 g",SUPERKNÜLLER,2.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-07
Almochsenspieße,https://offer-images.api.edeka/d562e5b6-98f2-401a-a3fc-d5749e6e4e76_Rinderspiesse.png?imwidth=3840&imdensity=1,,,,"leicht marmoriert, stark im Geschmack, hervorragend zum Barbecue geeignet, 100 g",,2.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-07
XXL Pollo Fino,https://offer-images.api.edeka/620f9f80-4ac6-4aa4-ad33-ba3ca1e3d048_XXL_Pollo-Fino.png?imwidth=3840&imdensity=1,,,,"Hähnchenkeule ausgelöst, natur oder verschieden mariniert, zart und saftig, ideal für Grill und Pfanne, 100 g",SUPERKNÜLLER,1.11,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-07
Peperroni-Spieße mariniert,https://offer-images.api.edeka/699013dd-45bd-40c2-91d9-bd1573baf942_Peperoni-Spiesse.png?imwidth=3840&imdensity=1,,,,"ideal zum Grillen, DLG-prämiert, 100 g",,1.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-07
Grillkäseröllchen,https://offer-images.api.edeka/215ad0d3-1f17-46ac-8a48-50865cbe9f43_144263_38.png?imwidth=3840&imdensity=1,,,,"Spezialität zum Grillen, für Backofen und Pfanne, 100 g",,1.29,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-07
XXL-Schweinefleisch-Spieße,https://offer-images.api.edeka/cd005cdd-7e3a-4773-a89c-136d1388258e_144294_04.png?imwidth=3840&imdensity=1,,,,"mariniert, aus dem Schweinenacken geschnitten, 100 g",SUPERKNÜLLER,1.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-07
Schweinerückensteaks,https://offer-images.api.edeka/4be75705-e571-4be3-9289-241839109fda_4802184007_SB_S-RUECK-ST.CHILI-TOM600G_8P.png?imwidth=3840&imdensity=1,,,,"verschieden mariniert, 1 kg",,9.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-07
XXL Putenspieße,https://offer-images.api.edeka/07158b32-38bc-469a-82ca-a5d297873508_144700_23.png?imwidth=3840&imdensity=1,,,,"aus der Putenbrust, verschieden mariniert, 100 g",SUPERKNÜLLER,1.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-07
Deutsche Rinderfilet-Spieße,https://offer-images.api.edeka/a6b48001-6059-43e7-865f-acc2618d21dc_144294_04.png?imwidth=3840&imdensity=1,,,,"zart und saftig, mild im Geschmack, mit hervorragender Saftigkeit, 100 g",,3.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-07
Iberico Schweinefilets,https://offer-images.api.edeka/6cf32a07-5e00-47b3-a342-513013718ab4_144237_92.png?imwidth=3840&imdensity=1,,,,"oder Iberico Schlemmer-Spieße, vom Filet, spanische Spezialität mit einem feinen nussigen Geschmack, das besondere Stück aus den Eichenwäldern Spaniens, 100 g",SUPERKNÜLLER,3.29,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-07
Maisspieße,https://offer-images.api.edeka/21b8d71a-4fbb-4d8b-ab5d-45fee4a37a23_144223_64.png?imwidth=3840&imdensity=1,,,,"grillfertig mariniert, die ideale Beilage, 100 g",,1.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-07
U.S.-Burgerpatties,https://offer-images.api.edeka/b4cb0226-7dc4-4e28-aee2-3d35797d9140_2866213_VP_Rind-Hamburger_0002_300dpi_ECI_RGB_v2.png?imwidth=3840&imdensity=1,,,,"ideal für Grill und Pfanne, 100 g",SUPERKNÜLLER,2.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-07
Scotch Beef Hanging Tender/Onglet,https://offer-images.api.edeka/f057c994-f87a-4f4f-bf64-61797ab81fd8_Onglet.png?imwidth=3840&imdensity=1,,,,"vom schottischen Ochsen, leicht marmoriert, stark im Geschmack, hervorragend zum Barbecue geeignet, 100 g
 
• Special Cut",SUPERKNÜLLER,2.69,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-07
Delikatess-Bierschinken,https://offer-images.api.edeka/300608f5-ec67-40be-a3f1-29fd48f71b4a_133038_05.png?imwidth=3840&imdensity=1,,,,"oder Bierwurst, DLG-prämiert, 100 g
 
• Glutenfrei
 
• Laktosefrei",,1.29,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-07
Spanische Serrano-Edelsalami,https://offer-images.api.edeka/ddf2b30b-3553-4d8f-976e-9ce29605dd4d_1874_HansKremersGmbH_ww.png?imwidth=3840&imdensity=1,,,,"herzhafte Spezialität aus dem Vulkangebiet der Garrotxa, 60 Tage gereift, 100 g",,2.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-07
Hofglück Garschinken,https://offer-images.api.edeka/e4b7a7d6-864a-4ec6-850d-6db2cdbc4025_133713_47.png?imwidth=3840&imdensity=1,,,,"Schweinehinterschinken mit Schwarte, gegart und goldbraun geräuchert, 100 g",,2.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-07
Frühstücksschinken,https://offer-images.api.edeka/91822893-cfe9-4803-ac66-8b3dd3b6242a_2353168_2054065_3760765004.png?imwidth=3840&imdensity=1,,,,"Schinkenspeck mild geräuchert, 100 g",SUPERKNÜLLER,1.89,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-07
Weißwurst Münchner Art,https://offer-images.api.edeka/db5f7da3-2a36-4bc2-b720-0b32fdc76128_133006_83.png?imwidth=3840&imdensity=1,,,,"handwerklich hergestellt, 100 g
 
• Aus eigener Herstellung",,1.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-07
Sobrasada Mallorca – traditionale Variante,https://offer-images.api.edeka/903a3462-e625-4dc1-8c27-2a90821edecf_2046_Sobrassada_Mallorca.png?imwidth=3840&imdensity=1,,,,"luftgetrocknete, streichfähige Rohwurst von der spanischen Insel Mallorca, 100 g",,2.59,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-07
Oberländer Bratwurst am Spieß,https://offer-images.api.edeka/d4d72c87-071b-4244-8078-456353224162_Oberlaender_am_Spiess_Scheck.png?imwidth=3840&imdensity=1,,,,"die kleine Weiße ohne Darm, natur oder gewürzt – perfekt zum Grillen, 100 g",,1.89,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-07
Rohesser lang,https://offer-images.api.edeka/d1aa5b99-b766-4273-a342-eb704e122c22_133428_11.png?imwidth=3840&imdensity=1,,,,"DLG-prämiert, 100 g
 
• Glutenfrei
 
• Laktosefrei",,1.89,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-07
Original elsässische Lachs-Spinat-Quiche klein,https://offer-images.api.edeka/72e6945e-8f06-4090-adf3-f01362f9ab78_PLU_15_0443_Quiche_Lorraine_mit_Lachs.png?imwidth=3840&imdensity=1,,,,150-g-Stück,,4.29,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-07
Rindfleischsalat,https://offer-images.api.edeka/ec60ccd1-7e68-4bc1-9ec5-b07146ccc4e9_133847_73.png?imwidth=3840&imdensity=1,,,,"zartes Rindfleisch mit Gemüse, in Essig-Öl-Marinade, 100 g",,1.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-07
