product_name,product_image,payback_points,product_link,payback_condition,product_quantity,tag_label,price,product_information,store_address,store,category,date
Delikatess-Rauchschinken,https://offer-images.api.edeka/141d2c25-1e07-4705-947e-a751e42c1bad_133717_10.png?imwidth=3840&imdensity=1,,,,"ideal zu Spargel, DLG-prämiert, 100 g",,2.19,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-07
Spanischer Trevelez Schinken,https://offer-images.api.edeka/cdbb954f-d1bf-4aac-bd01-c384611a0d88_Trevelez_1.png?imwidth=3840&imdensity=1,,,,"ausschließlich mit Meersalz und Schweinefleisch aus der geschützten Region Granada hergestellt, 23 Monate Reifezeit, 100 g",,4.89,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-07
Kirschwasserschinken,https://offer-images.api.edeka/669757d3-91ae-463c-929c-c1263df908ef_133745_59.png?imwidth=3840&imdensity=1,,,,"gegart, 100 g",,1.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-07
San Daniele,https://offer-images.api.edeka/74887ef2-ac7e-4fc4-b460-65890a87aa86_133646_93.png?imwidth=3840&imdensity=1,,,,"seine erstklassige Qualität verdankt dieser Schinken dem streng geregelten Herstellungsverfahren, über das ein Consorzio wacht. Er sei besonders „dolce“ schwärmen Kenner vom Schinken aus San Daniele und meinen das fein-milde und zarte Aroma, 100 g",,4.29,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-07
EDEKA Südwest Fleischsalat,https://offer-images.api.edeka/97013ca6-00e8-49a1-ba77-290538a6e195_2507089005-GUTFL.FLEISCHSALAT_200G.png?imwidth=3840&imdensity=1,,,,"oder mit Kräuter, 200-g-Becher",,1.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-07
Herta Finesse,https://offer-images.api.edeka/3ea8f8af-478e-42dc-8a55-3aad210add58_Herta_Finesse_Schinken_hauchzart.png?imwidth=3840&imdensity=1,,,,"verschiedene Sorten, 100-g-Packung",SUPERKNÜLLER,1.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-07
Kramer Bacon Würstel,https://offer-images.api.edeka/60cc21f7-0077-4591-8bb7-27cb72d74749_27231-KRA_BaconWuerstel.png?imwidth=3840&imdensity=1,,,,"3 Stück, 300-g-Packung",,4.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-07
Wiesenhof Geflügel-Mortadella,https://offer-images.api.edeka/ade059d8-f408-4601-b283-7550eda9beaf_ps-whf-gefluegel-mortadella-vlog-itw-auf-of.png?imwidth=3840&imdensity=1,,,,100-g-Packung,SUPERKNÜLLER,1.29,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-07
Hofglück Feine Streifen,https://offer-images.api.edeka/09137982-6479-4bab-8594-1f8848a4d130_702045_HG_feineStreifen2x60g.png?imwidth=3840&imdensity=1,,,,"fein-geräucherte Schinkenstreifen, 2 x 60-g-Packung",,2.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-07
Hofglück Wiener Würstchen,https://offer-images.api.edeka/bc038455-2141-4fef-bd6a-8bc0f1d57864_4013191003-HOFGL.WIENER_WUERSTCHEN_200G.png?imwidth=3840&imdensity=1,,,,"geräuchert, 200-g-Packung",,2.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-07
Wiltmann Bio Salami fein,https://offer-images.api.edeka/5faf6551-3bf0-460d-92d4-1147d4862fc5_21533_3D.png?imwidth=3840&imdensity=1,,,,"oder Rein Rind Salami, 80-g-Packung",,1.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-07
Donnerstag bis Samstag: Schwarzwaldhof Schinkenwürfel,https://offer-images.api.edeka/508da6af-f8c7-4e3a-bebf-d52088b1792b_4314124150272_VOR.tif.png?imwidth=3840&imdensity=1,,,,oder Schinkenstreifen  2 x 125-g-Packung,,3.33,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-07
EDEKA Genussmomente Graved Lachsfleisch gebeizt,https://offer-images.api.edeka/77b03f1a-e162-4b3e-8c1c-86fb85735923_Graved_Lachsfleisch.png?imwidth=3840&imdensity=1,,,,80-g-Packung,SUPERKNÜLLER,1.29,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-07
Samstags-Knüller: Zart gereiftes Rindfleisch – Rinderfilets/Lenden,https://offer-images.api.edeka/c092e5b8-3658-4dd3-a0fc-4f941eca225c_4795983009_QS_DT_JB_FILET_1_VAC_2_7KG.png?imwidth=3840&imdensity=1,,,,"gereift, ideal als Steak zum Kurzbraten geeignet, 100 g
 
• ²Dieses Angebot ist nur am Samstag gültig",,3.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-07
Donnerstag bis Samstag: Spareribs,https://offer-images.api.edeka/83f8fdbc-7d3f-45f2-a56f-1031e5e91599_4800431004_SWF_SPA_RIB_MA_CA_8ST_CA_2_3KG.png?imwidth=3840&imdensity=1,,,,"Kotelettrippen vom Schwein, grillfertig mariniert, 1 kg",SUPERKNÜLLER,6.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-07
Donnerstag bis Samstag: Pikante Feuerwurst,https://offer-images.api.edeka/0c0cab37-981c-4785-87de-5e4b629b2c9f_4785030007_Feuerwurst_n_Art_Rindsw_1_1KG.png?imwidth=3840&imdensity=1,,,,"nach Art einer Rindswurst oder Rindswurst im Saitling, 100 g
 
• Glutenfrei
 
• Laktosefrei",SUPERKNÜLLER,1.19,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-07
Original Nürnberger Rostbratwurst,https://offer-images.api.edeka/d6385b44-77f9-4196-a48b-a25db349eac7_4002960406102_VOR.tif.png?imwidth=3840&imdensity=1,,,,200-g-Packung,,2.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-07
Houdek Kabanos Klassik oder Käse,https://offer-images.api.edeka/3088f8e7-2a5e-4ac6-b29d-0cc65e6d45ea_4004786011522_VOR.tif.png?imwidth=3840&imdensity=1,,,,150-g-Packung,,1.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-07
Volvic Touch oder Tee,https://offer-images.api.edeka/7194f8bc-595e-4652-bb76-168decf8c03c_VOL_TOUCH_PA_1500ml_NEU_ab_Nov.2020.png?imwidth=3840&imdensity=1,,,,"verschiedene Sorten, 1,5-L-PET-Flasche zzgl. 0,25 € Pfand",SUPERKNÜLLER,1.19,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,GETRÄNKE,2023-07-07
Rauch Eistee,https://offer-images.api.edeka/2b553047-65a1-4830-a7c4-ead750401ad2_9008700215183_VOR.tif.png?imwidth=3840&imdensity=1,,,,"verschiedene Sorten, koffeinhaltig, 0,33-L-Dose zzgl. 0,25 € Pfand",,0.59,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,GETRÄNKE,2023-07-07
Effect Energy,https://offer-images.api.edeka/50dc5255-b5fc-4eb3-8a6f-3351cff3dc21_Abb_effect_0_33l_Dose_Neues_Design_2018.png?imwidth=3840&imdensity=1,,,,"koffeinhaltig, 0,33-L-Dose zzgl. 0,25 € Pfand",,0.79,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,GETRÄNKE,2023-07-07
Schweppes,https://offer-images.api.edeka/359e3ade-0c74-4ced-a2d3-7f2acd74137f_Indian_Tonic_Water_1l_MW.png?imwidth=3840&imdensity=1,,,,"verschiedene Sorten, 1-L-PET-Flasche zzgl. 0,15 € Pfand",,1.39,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,GETRÄNKE,2023-07-07
Sinalco Cola-Mix² oder Orange,https://offer-images.api.edeka/12042271-d079-4e1f-bcda-a382e1f0c5c1_Si_Cola_Mix_125_EW_FL_cmyk.png?imwidth=3840&imdensity=1,,,,"(²koffeinhaltig), 1,25-L-Flasche zzgl. 0,25 € Pfand",,0.79,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,GETRÄNKE,2023-07-07
Black Forest Mineralwasser still,https://offer-images.api.edeka/3759531f-c564-4f2b-8794-852d3f21c9d4_BF-still_PET_1_5l-Kiste_frontal.png?imwidth=3840&imdensity=1,,,,"oder fein perlend, Kiste mit 6 x 1,5-L-PET-Flaschen zzgl. 3,00 € Pfand",,4.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,GETRÄNKE,2023-07-07
Schwarzwald-Sprudel Limonade,https://offer-images.api.edeka/04263fbc-4049-4a30-9117-2c026735b747_Zitrone-Kasten_front_63.png?imwidth=3840&imdensity=1,,,,"verschiedene Sorten, Kiste mit 12 x 0,7-L-Flaschen zzgl. 3,30 € Pfand",,5.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,GETRÄNKE,2023-07-07
S. Pellegrino Mineralwasser,https://offer-images.api.edeka/6acfee80-aa25-4b53-9e21-aa4d06959675_2438112009.png?imwidth=3840&imdensity=1,,,,"mit Kohlensäure, Kiste mit 6 x 1-L-Flaschen zzgl. 2,40 € Pfand",,5.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,GETRÄNKE,2023-07-07
Kloster Natur Radler,https://offer-images.api.edeka/e27cc83c-18c6-4744-b56c-36764a549aca_KlosterNaturRadler.SixPack_frontal.png?imwidth=3840&imdensity=1,,,,"auch 0,0% Alkoholfrei, Packung mit 6 x 0,33-L-Flaschen zzgl. 0,48 € Pfand",,3.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,GETRÄNKE,2023-07-07
Allgäuer Büble Edelbräu,https://offer-images.api.edeka/88a4ad27-fc97-4d93-8b81-3f960a215803_Bueble_Edelbraeu_20x0_5l.png?imwidth=3840&imdensity=1,,,,"Kiste mit 20 x 0,5-L-Bügelflaschen zzgl. 4,50 € Pfand",,13.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,GETRÄNKE,2023-07-07
Radeberger Pilsner,https://offer-images.api.edeka/f52a9863-3970-4570-b82e-d57885b1a3c1_205182_RP_Kasten_20x05l_Frontal_Vorne_leichtePerspektive.png?imwidth=3840&imdensity=1,,,,"Kiste mit 20 x 0,5-L-Flaschen zzgl. 3,10 € Pfand",,11.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,GETRÄNKE,2023-07-07
"Kloster Hefeweizen, Spezial oder Pilsner",https://offer-images.api.edeka/0aa6b47e-4e5f-4c56-add4-90e039a07c0d_DA_KLOSTER_KASTEN_NRW_050_frontal_breit_HefeWeizen_300DPI_CMYK.png?imwidth=3840&imdensity=1,,,,"Kiste mit 20 x 0,5-L-Flaschen zzgl. 3,10 € Pfand",,9.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,GETRÄNKE,2023-07-07
Hacker-Pschorr Münchner Hell,https://offer-images.api.edeka/c34a85a9-c6f5-4205-a9b2-208ea2d3687d_HP_Kiste033_muenchner-hell_front_2021.png?imwidth=3840&imdensity=1,,,,"Kiste mit 20 x 0,33-L-Bügelflaschen zzgl. 4,50 € Pfand",,12.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,GETRÄNKE,2023-07-07
Warsteiner Pilsener,https://offer-images.api.edeka/c8f3969c-4459-45ed-ab98-42d55ade86c4_WPP_20x0_5l_frontal.png?imwidth=3840&imdensity=1,,,,"Kiste mit 20 x 0,5-L-Flaschen zzgl. 3,10 € Pfand",SUPERKNÜLLER,10.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,GETRÄNKE,2023-07-07
Eichbaum Ureich Premium Pils,https://offer-images.api.edeka/de28e949-fb1f-4c7e-885e-c929d2cec58b_Eichbaum_Ureich20x0.5l_Frontal.png?imwidth=3840&imdensity=1,,,,"Kiste mit 20 x 0,5-L-Flaschen zzgl. 3,10 € Pfand",,12.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,GETRÄNKE,2023-07-07
Warsteiner Extra,https://offer-images.api.edeka/c7978ead-5fe3-49da-831e-1b2b6d3798b5_WAR_Extra_Pilsener_6x330ml_LN_sixpack_2023_frontal.tif_300_JPG_.png?imwidth=3840&imdensity=1,,,,"Packung mit 6 x 0,33-L-Flaschen zzgl. 0,48 € Pfand",,3.79,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,GETRÄNKE,2023-07-07
Veltins Pilsener,https://offer-images.api.edeka/11cae7af-b878-4664-b55d-93c2526e8a8b_4005249000565_Frontal.png?imwidth=3840&imdensity=1,,,,"Kiste mit 20 x 0,5-L-Flaschen zzgl. 3,10 € Pfand",,11.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,GETRÄNKE,2023-07-07
Oberdorfer Helles,https://offer-images.api.edeka/77e09ddc-534e-4d0e-a4af-c2d6b57d4209_205720_OBH_Kasten_20x05l_front_oben.png?imwidth=3840&imdensity=1,,,,"Kiste mit 20 x 0,5-L-Flaschen zzgl. 3,10 € Pfand",,13.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,GETRÄNKE,2023-07-07
Schöfferhofer Hefeweizen,https://offer-images.api.edeka/1a77d37d-b1aa-4ec8-9e78-a2341af3dde7_201725_SHWN_Hefeweizen_Kasten_20x05l_Naturtrueb_Front.png?imwidth=3840&imdensity=1,,,,"auch 0,0% Alkoholfrei, Kiste mit 20 x 0,5-L-Flaschen zzgl. 3,10 € Pfand",,13.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,GETRÄNKE,2023-07-07
Ramazzotti Amaro,https://offer-images.api.edeka/2bfb177c-6225-4fd8-9db8-7ac865ce9434_8006550301040_VOR.tif.png?imwidth=3840&imdensity=1,,,,"30% Vol. oder Crema, 17% Vol., 0,7-L-Flasche",SUPERKNÜLLER,10.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,GETRÄNKE,2023-07-07
Havana Club 3 Jahre,https://offer-images.api.edeka/d45b3325-a452-44d3-909f-7ee5a08e1247_Havana_Club_Original_3_Anos_0_7l.png?imwidth=3840&imdensity=1,,,,"40% Vol., 0,7-L-Flasche",,11.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,GETRÄNKE,2023-07-07
Finsbury London Dry Gin,https://offer-images.api.edeka/cdc26104-843c-47f2-aedc-f13da4e95465_Finsbury_Gin_Classic_70cl.png?imwidth=3840&imdensity=1,,,,"37,5% Vol., 0,7-L-Flasche",,7.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,GETRÄNKE,2023-07-07
Faber Sekt halbtrocken,https://offer-images.api.edeka/00e18939-d2d1-4144-b78b-b52186a7f4dd_136439002_FABER_WEISS_0_75L_4006509512606.png?imwidth=3840&imdensity=1,,,,"oder Light Live alkoholfrei, verschiedene Sorten, 0,75-L-Flasche",,2.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,GETRÄNKE,2023-07-07
Henkell Sekt trocken,https://offer-images.api.edeka/8700ce19-be2a-4635-abd6-94810f6c0b54_HENKELL_TROCKEN_0_75L.png?imwidth=3840&imdensity=1,,,,"0,75-L-Flasche",,3.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,GETRÄNKE,2023-07-07
Baden Ortenauer Weinkeller 53 Grauer Burgunder Kabinett trocken,https://offer-images.api.edeka/4c86d9ee-b284-451b-9a96-c090c41d0a1f_4007474862734_VOR.tif.png?imwidth=3840&imdensity=1,,,,"und weitere Sorten, 0,75-L-Flasche",,5.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,GETRÄNKE,2023-07-07
Winzer von Baden Neuenbürger Stiftsberg Riesling trocken,https://offer-images.api.edeka/48ea0b0b-a933-408c-ac25-508a85db3ffa_4002591350201.png?imwidth=3840&imdensity=1,,,,"Q.b.A., 1-L-Flasche
 
• kräftig, elegant, Säurespiel
 
• 10–12 °C
 
• Fisch, Steaks, Salat, Käse",,3.79,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,GETRÄNKE,2023-07-07
Demeter Perla Terra Bianco Frizzante Vino d’Italia,https://offer-images.api.edeka/87002ddf-494a-4c92-b77b-61cefc6569a5_PerlaTerra_Frizzante.png?imwidth=3840&imdensity=1,,,,"0,75-L-Flasche
 
• vegan",,5.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,GETRÄNKE,2023-07-07
Metzger Grauburgunder trocken,https://offer-images.api.edeka/e2d24975-a392-41a8-bf53-c75ddbdcc468_4260247840272.png?imwidth=3840&imdensity=1,,,,"0,75-L-Flasche",,8.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,GETRÄNKE,2023-07-07
Marrenon Roséfine IGP,https://offer-images.api.edeka/4e7ff348-a6dd-4d32-b5e2-681b50669585_3256811115175.png?imwidth=3840&imdensity=1,,,,"Q.b.A., auch trocken, 0,75-L-Flasche
 
• Frische und Finesse, Noten von Zitrusfrüchten mit einem Hauch von Blumen
 
• 8–10°C
 
• Salaten, Antipasti oder einfach so!",SUPERKNÜLLER,5.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,GETRÄNKE,2023-07-07
Frankreich/Languedoc: Plaisir de vie blanc oder rosé,https://offer-images.api.edeka/ab0ccc3e-d670-43bc-a41a-62b3e8c88a58_EAN_3760071130118_Pugibet_Plaisir-de-Vie-Chardonnay-Viognier-IGP-0-75L.png?imwidth=3840&imdensity=1,,,,"0,75-L-Flasche
 
• blanc: von klarer goldgelber Farbe. Duftende reife Frucht- und Zitrus- noten. Vollmundig mit herrlicher Frische. Fruchtig und belebend
 
• 10°C
 
• leichten Speisen, Fisch und Meeresfrüchte",,3.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,GETRÄNKE,2023-07-07
Frankreich/Costières de Nîmes: Bio Château La Tour de Béraud rosé,https://offer-images.api.edeka/21a98d99-7ee3-4e41-9fed-5d554dc30490_4897368001_Rose.png?imwidth=3840&imdensity=1,,,,"0,75-L-Flasche
 
• Dieser Wein aus den Rebsorten Grenache und Mourvèdre besticht durch seine Farbe und seinen feinen Duft nach roten Früchten. Am Gaumen ist er frisch und lang im Abgang
 
• 10°C
 
• gegrillter Fisch und Geflügel, asiatische Küche",,6.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,GETRÄNKE,2023-07-07
Frankreich/Luberon Côtes du Ventoux Terra Venturi rot,https://offer-images.api.edeka/e50ef37a-edd5-4d7f-afed-23fd4cb0cf72_3256811114413.png?imwidth=3840&imdensity=1,,,,"auch Rosé, 0,75-L-Flasche",,5.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,GETRÄNKE,2023-07-07
Frankreich/Loire: Vallée Loire Touraine Sauvignon blanc,https://offer-images.api.edeka/1f211b99-ae49-475a-a172-cf55d05e46dc_3362721030405.png?imwidth=3840&imdensity=1,,,,"0,75-L-Flasche
 
• fruchtig, erfrischend
 
• 6–8°C
 
• Fisch, Meeresfrüchte, Salat",,4.79,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,GETRÄNKE,2023-07-07
Frankreich/Loire: Domaine de la Briaudière Muscadet Sèvre & Maine Sur Lie trocken,https://offer-images.api.edeka/e2770c60-8911-44af-b2af-4c6d4d4b7d6c_3467361234166.png?imwidth=3840&imdensity=1,,,,"0,75-L-Flasche
 
• Aromen von weißen Pfirsichen, frisch und fruchtig
 
• 8–10°C
 
• alle Arten von Meeresfrüchten",,6.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,GETRÄNKE,2023-07-07
Frankreich/Elsass: Paul Mittnacht Crémant d’Alsace brut,https://offer-images.api.edeka/bb641cd1-8f74-44de-a14b-d149166f3ff0_Cremant_Paul_Mittnacht_0_75_Rose.png?imwidth=3840&imdensity=1,,,,"oder Rosé, 0,75-L-Flasche",,7.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,GETRÄNKE,2023-07-07
Frankreich: Domaine Reyser AOC Alsace Pinot Blanc „Les Trois Collines“,https://offer-images.api.edeka/8bd12fd4-a928-42f1-ac55-0926e2bed3d4_2064100000306.png?imwidth=3840&imdensity=1,,,,"0,75-L-Flasche
 
• fruchtbetonter Weißwein, an-sprechende Säure wirkt frisch und lebendig
 
• 10–12°C
 
• Salat mit gebratenem Fisch, Flammkuchen oder auch zu Ziegenkäse",,6.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,GETRÄNKE,2023-07-07
Spanien/Emporda: Perelada Inspirador Blanc trocken,https://offer-images.api.edeka/165272e7-df14-49c2-b37f-d2dfcfe49431_8410743501221_65.png?imwidth=3840&imdensity=1,,,,"0,75-L-Flasche
 
• intensives Aroma von gelben Früchten, würzigen Noten, vollmundig mit lebendiger Säure
 
• 10–12°C
 
• gegrilltem Meeresfisch, Salate",,6.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,GETRÄNKE,2023-07-07
Spanien/Emporda: Perelada Cap de Canons,https://offer-images.api.edeka/43765846-c7fa-4158-8c39-0f465a974554_CapDeCanons_02.png?imwidth=3840&imdensity=1,,,,"0,75-L-Flasche
 
• kraftvolle Cuvée aus Garnacha und Syrah
 
• 16°C
 
• Schmorgerichte und Lamm",,6.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,GETRÄNKE,2023-07-07
Spanien: Perelada 3 Finques,https://offer-images.api.edeka/94b31694-7efb-494e-91b4-81da848532c4_8410743044513_50.png?imwidth=3840&imdensity=1,,,,"0,75-L-Flasche
 
• Aromen von roten und schwarzen Früchten, blumig, ausgewogen
 
• 16–18°C
 
• Rindfleischgerichte, Wurst, kräftiger Käse",,7.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,GETRÄNKE,2023-07-07
Spanien: Perelada 5 Finques,https://offer-images.api.edeka/a939481c-7f71-4834-9942-4fe4dc198ea7_5_Finques_Reserva.png?imwidth=3840&imdensity=1,,,,"0,75-L-Flasche
 
• Frucht- und Gewürzaroma, vollmundig, strukturiert
 
• 18°C
 
• kräftige Fleischgerichte, Käse",,14.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,GETRÄNKE,2023-07-07
Italien/Lombardei: I frati Lugana Cà dei Frati,https://offer-images.api.edeka/13ec8dcf-6100-4b3b-82e6-74cdd18c3e9c_8058456380018_VOR.tif.png?imwidth=3840&imdensity=1,,,,"oder Rosa Cà dei Frati, 0,75-L-Flasche",,13.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,GETRÄNKE,2023-07-07
Italien/Trentino: Cavit Lagrein Trentino DOC,https://offer-images.api.edeka/8998ea59-72bc-433e-8086-fe4255c90b94_8007890264446_VOR.tif.png?imwidth=3840&imdensity=1,,,,"oder Pinot Grigio DOC, und weitere Sorten, 0,75-L-Flasche
 
• Pinot Grigio: Zitrus, grüner Apel und Mandelaromen
 
• 10–12°C
 
• helles Fleisch, Vorspeise und Fisch",,5.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,GETRÄNKE,2023-07-07
Italien/Treviso: Prosecco Casa dei Farive,https://offer-images.api.edeka/502c943f-fc7d-4f3c-9d79-0ecc6ab0268d_8020502002038_iq.png?imwidth=3840&imdensity=1,,,,"0,75-L-Flasche
 
• fruchtige, dezente Aromen von Zitrusfrüchten
 
• 8°C
 
• Aperitif, zu sommerlichen Gerichten und Salaten",,4.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,GETRÄNKE,2023-07-07
Lillet Aperitif weiß oder rosé,https://offer-images.api.edeka/319a7e49-d2a1-4249-8b89-48ce9ef9f723_3057230000253_VOR.tif.png?imwidth=3840&imdensity=1,,,,"17% Vol., 0,75-L-Flasche",SUPERKNÜLLER,11.79,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,GETRÄNKE,2023-07-07
Franziskaner Weissbier Naturtrüb,https://offer-images.api.edeka/2477fd16-97ae-44a7-a4b5-8841d1b0929e_135468007_a.png?imwidth=3840&imdensity=1,,,,"oder Alkoholfrei, Kiste mit 20 x 0,5-L-Flaschen zzgl. 3,10 € Pfand",,11.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,GETRÄNKE,2023-07-07
Vitrex Naturelle,https://offer-images.api.edeka/e2bbde7f-5e74-4917-97c9-5376756365a5_4251093301680_VOR.tif.png?imwidth=3840&imdensity=1,,,,"1 L oder Vitrex Sports, verschiedene Sorten, z. B. Naturelle 0,75 L, PET-Flasche zzgl. 0,25 € Pfand",,0.39,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,GETRÄNKE,2023-07-07
EDEKA Fruchtsaft oder Nektar,https://offer-images.api.edeka/ca5efd40-1582-4423-85cc-94a65aad572d_4311501733004_PER.tif.png?imwidth=3840&imdensity=1,,,,"verschiedene Sorten, 1-L-PET-Flasche zzgl. 0,25 € Pfand",SUPERKNÜLLER,1.19,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,GETRÄNKE,2023-07-07
Coca-Cola* oder Fanta-Orange,https://offer-images.api.edeka/0f64038d-83f3-4759-b65c-b3c6155f9032_Coca-Cola_2L.png?imwidth=3840&imdensity=1,,,,"(*koffeinhaltig), 2-L-PET-Flasche zzgl. 0,25 € Pfand",,1.19,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,GETRÄNKE,2023-07-07
Bree Wein,https://offer-images.api.edeka/f167fc64-186e-414e-a17e-32a8f5e9eeaf_Bree_Rose_0_75_l_EAN_4003301035968.png?imwidth=3840&imdensity=1,,,,"verschiedene Sorten, 0,75-L-Flasche
 
• Pinot Noir Rosé: fruchtig, leicht, feine Süße
 
• 10 °C
 
• Fisch, helles Fleisch",,3.33,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,GETRÄNKE,2023-07-07
Bree Wein,https://offer-images.api.edeka/de92f501-2dd2-42dc-8961-1b91f2770a76_4003301035968_weinkarton_6er.png?imwidth=3840&imdensity=1,,,,"verschiedene Sorten, Kiste mit 6 x 0,75-L-Flaschen
 
• Im 6er-Karton günstiger!
 Sie sparen² 1,98 € beim Kauf von 6 Flaschen gegenüber Einzelkauf. Dies entspricht einem Einzelpreis von: 3,00 €
 
• ²Nicht mit anderen Aktionen oder Bar-Rabatt-Coupons kombinierbar.",,18.00,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,GETRÄNKE,2023-07-07
DeBeukelaer Prinzen Rolle Schoko,https://offer-images.api.edeka/81a13490-9059-4358-b659-d8e045adffc2_4001518115541_VOR.tif.png?imwidth=3840&imdensity=1,,,,400-g-Packung,SUPERKNÜLLER,1.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,KNABBERN & NASCHEN,2023-07-07
DeBeukelaer Prinzen Rolle Vollkorn,https://offer-images.api.edeka/070fde29-0035-4495-bb63-de8fe503f62e_61172200_PR_Vollkorn_352g.png?imwidth=3840&imdensity=1,,,,352-g-Packung,SUPERKNÜLLER,1.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,KNABBERN & NASCHEN,2023-07-07
