product_name,product_image,payback_points,product_link,payback_condition,product_quantity,tag_label,price,product_information,store_address,store,category,date
*Wurzel,https://offer-images.api.edeka/a5ca6985-2284-4bb8-8b64-cd199d5f7850_1315181000-K_U_WURZELBROT_500G-B.png?imwidth=3840&imdensity=1,,,,"von Hand gedrehtes Weizenbrot mit einer grobporigen Krume, 400-g-Stück
 
• *Nicht erhältlich in Karlsruhe-Durlach und Achern",,3.20,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,GRUNDNAHRUNG,2023-07-08
*Gründerbrot Dinkel,https://offer-images.api.edeka/258c9a0b-cb11-49ff-9752-80efe5147feb_5494206002-BAK_GRUENDERBROT_DINKEL_600Gl-B.png?imwidth=3840&imdensity=1,,,,"Dinkelbrot, 600-g-Laib
 
• *Nicht erhältlich in Karlsruhe-Durlach und Achern",,3.29,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,GRUNDNAHRUNG,2023-07-08
*Mehrkornweck,https://offer-images.api.edeka/8dc56a9d-5ac9-422e-bc65-dbba17c9f8aa_4011318000-BAK_MEHRKORNWECK_TGL._64G.png?imwidth=3840&imdensity=1,,,,"3 Stück
 
• *Nicht erhältlich in Karlsruhe-Durlach und Achern",SUPERKNÜLLER,2.29,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,GRUNDNAHRUNG,2023-07-08
Badische Eierteigwaren,https://offer-images.api.edeka/aa25cbaa-d1c9-4ff6-a609-b47f94dab6f4_4372197007-SIC_WELLENBAND_500G.png?imwidth=3840&imdensity=1,,,,"mit hohem Ei-Anteil, verschiedene Ausformungen, in den Sorten Hörnchen, Wellenband, Spirelli, Fadennudeln kurz und lang, handwerklich hergestellt, 500-g-Packung
 
• Probierpreis",,3.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,GRUNDNAHRUNG,2023-07-08
EDEKA Genussmomente Ringbrot Walnuss,https://offer-images.api.edeka/5e585cf1-c06e-4510-9111-f4d14606b7ff_4311501792896_PER.tif.png?imwidth=3840&imdensity=1,,,,500-g-Packung,SUPERKNÜLLER,2.22,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,GRUNDNAHRUNG,2023-07-08
Dr. Oetker Vitalis Müsli,https://offer-images.api.edeka/0fc443f3-ca52-410d-aa3e-b2068d5ff2d8_642209003-OE.VITALIS_SCHOKO_MUESLI_600G.png?imwidth=3840&imdensity=1,,,,"verschiedene Sorten, z. B. Schokomüsli 600 g, Packung",SUPERKNÜLLER,2.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,GRUNDNAHRUNG,2023-07-08
,,,,,,,,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,GRUNDNAHRUNG,2023-07-08
Iglo Fischstäbchen,https://offer-images.api.edeka/408523b1-6d58-4a10-93e7-e96894e18ad1_1519533007-MSC_IGLO_FISCHSTAEBCHEN_450G.png?imwidth=3840&imdensity=1,,,,"verschiedene Sorten, z. B. 15 Fischstäbchen 450 g, tiefgefroren, Packung",SUPERKNÜLLER,2.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,TIEFKÜHL,2023-07-08
Costa Pacific Prawns,https://offer-images.api.edeka/934feac8-0152-458b-a747-52a820737afa_790319_Pacific_Prawns.png?imwidth=3840&imdensity=1,,,,"tiefgefroren, 215-g-Packung",,6.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,TIEFKÜHL,2023-07-08
Dr. Oetker Pizza la Mia Grande,https://offer-images.api.edeka/ad76a9c8-6ccd-44f1-ac2f-db9249a8bc88_4001724027195.png?imwidth=3840&imdensity=1,,,,"verschiedene Sorten, z. B. Salame Piccante 380 g, tiefgefroren, Packung",SUPERKNÜLLER,3.59,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,TIEFKÜHL,2023-07-08
Frosta Fertiggerichte,https://offer-images.api.edeka/cea44025-c811-4fa5-a397-cc24bbb7230d_870139008_FROSTA_NASI_GORENG_500G.png?imwidth=3840&imdensity=1,,,,"verschiedene Sorten, z. B. Nasi Goreng 500 g, tiefgefroren, Packung",SUPERKNÜLLER,2.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,TIEFKÜHL,2023-07-08
Toblerone Stick,https://offer-images.api.edeka/b3344096-9525-44ce-819d-9506be98ff57_4007993033806.png?imwidth=3840&imdensity=1,,,,"oder Milka Vanilla & Chocolate Swirl, tiefgefroren, 3 x 90-ml-Packung",,1.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,TIEFKÜHL,2023-07-08
Wagner Die Backfrische Pizza,https://offer-images.api.edeka/dd679415-6201-4ba7-8d80-ee51964f89ff_4009233006809_VOR.tif.png?imwidth=3840&imdensity=1,,,,"oder Piccolinis, verschiedene Sorten, z. B. Die Backfrische Salami 320 g, tiefgefroren, Packung",,1.88,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,TIEFKÜHL,2023-07-08
Wagner Big City London,https://offer-images.api.edeka/68b48e34-9ec9-439a-891d-929d765de0d9_7613035492844_big_city_1.png?imwidth=3840&imdensity=1,,,,"tiefgefroren, 420-g-Packung",SUPERKNÜLLER,1.88,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,TIEFKÜHL,2023-07-08
EDEKA Genussmomente Blätterteig Minis Käse-Schinken,https://offer-images.api.edeka/96ece426-cbfa-4bde-bb4f-22d01d856081_5573887007-E.GEN.BLAETT.TEI.MI.KAE.300G.png?imwidth=3840&imdensity=1,,,,"oder Tomate-Mozzarella, tiefgefroren, 300-g-Packung",SUPERKNÜLLER,2.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,TIEFKÜHL,2023-07-08
,,,,,,,,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,TIEFKÜHL,2023-07-08
Frische Seeteufelsteaks,https://offer-images.api.edeka/b4243e5b-a5b0-4583-a6ff-b594079876af_Seeteufel_Steak.png?imwidth=3840&imdensity=1,,,,"gerne filetieren wir Ihre Ware, ideal zum Grillen und Braten, gefangen im FAO 27, 100 g",SUPERKNÜLLER,4.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FISCH & MEERESFRÜCHTE,2023-07-08
Feinkost Popp Brotaufstrich Alaska-Seelachs,https://offer-images.api.edeka/7d1166e3-792f-4e22-8f96-c8341b79923c_4045800522266.png?imwidth=3840&imdensity=1,,,,150-g-Packung,,1.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FISCH & MEERESFRÜCHTE,2023-07-08
Frische Makrelen,https://offer-images.api.edeka/8fcc8655-aaba-4a32-8442-ce1282697499_155252_71.png?imwidth=3840&imdensity=1,,,,"küchenfertig vorbereitet, Leinenfänge, gefangen im FAO 27, Nordostatlantik/Südwest- England, 100 g",,1.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FISCH & MEERESFRÜCHTE,2023-07-08
Für Sie täglich frisch vorbereitet: Fischpfanne „griechische Art“,https://offer-images.api.edeka/dcba496e-3cc1-4672-8743-4b6cfdde3ad9_Garnelenpfanne_Asia_5056.png?imwidth=3840&imdensity=1,,,,"für die schnelle Fischküche, 100 g
 
• Aus eigener Herstellung",,1.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FISCH & MEERESFRÜCHTE,2023-07-08
Frische Schellfischrückenfilets,https://offer-images.api.edeka/43385ed0-7bd2-4d9e-95c1-90e18fd6d932_155712_65.png?imwidth=3840&imdensity=1,,,,"grätenfrei, gefangen im FAO 27 Island, nördliche & mittlere Nordsee, 100 g",,3.69,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FISCH & MEERESFRÜCHTE,2023-07-08
Unser Grillartikel der Woche: Lachs-Seeteufelspieße,https://offer-images.api.edeka/65bb2e91-2800-49d6-ab08-bc47fb6dacff_PLU_150552_Lachs_Seeteufelspiess.png?imwidth=3840&imdensity=1,,,,"tagesfrisch für Sie zubereitet, 100 g
 
• Aus eigener Herstellung",,3.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FISCH & MEERESFRÜCHTE,2023-07-08
Unser Grillartikel der Woche: Rotbarsch-Fackel Bacon,https://offer-images.api.edeka/d9c9567f-d68f-40cc-912a-d58aac584e5f_150092_Rotbarsch_Fackel_Bacon.png?imwidth=3840&imdensity=1,,,,"zarte Rotbarsch Würfel mariniert, mit Bacon umhüllt, grill & pfannenfertig, 100 g",,2.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FISCH & MEERESFRÜCHTE,2023-07-08
Black Tiger Garnelen,https://offer-images.api.edeka/6685856a-14e7-4300-8d66-524257c2cb56_5093_47.png?imwidth=3840&imdensity=1,,,,"aufgetaut, ohne Kopf und ohne Schale, aus Aquakultur Bangladesch, 100 g",,3.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FISCH & MEERESFRÜCHTE,2023-07-08
Bückling/Rollmops,https://offer-images.api.edeka/87bf0072-ce76-4939-bf68-7e70816a862a_PLU_150543_Raeucher-Rollmops.png?imwidth=3840&imdensity=1,,,,"mild geräuchert, gefüllt mit Gurke und Zwiebel, 100 g",,1.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FISCH & MEERESFRÜCHTE,2023-07-08
Garnelen „Mediterran“,https://offer-images.api.edeka/7bc87ed8-21b1-40f0-9bb1-6a8ede9accc6_155833_Garnelen_Mediterran_.png?imwidth=3840&imdensity=1,,,,"Garnelen in Kräuteröl, mit Tomaten verfeinert, 100 g",,3.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FISCH & MEERESFRÜCHTE,2023-07-08
Pastrami Lachs,https://offer-images.api.edeka/017d6108-faef-463a-9c28-d5b9a35a574c_PLU_15_0461_Pastrami_Lachs.png?imwidth=3840&imdensity=1,,,,"kalt geräucherter Lachs aus der Fischmanufaktur Fiedler/ Bremerhaven, frisch und fein von Hand geschnitten, 100 g",,5.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FISCH & MEERESFRÜCHTE,2023-07-08
California Surimi Avocado,https://offer-images.api.edeka/d4d358b0-0cc9-4460-a579-ae1c134bc27b_2306_California_Surimi_Avocado_Masago_orange_I_Kopie.png?imwidth=3840&imdensity=1,,,,210-g-Box,,5.69,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FISCH & MEERESFRÜCHTE,2023-07-08
Bowl Chicken Florentiner,https://offer-images.api.edeka/50ae1b2f-e705-4b2d-bae2-7d0199016253_2236_Chicken_Florentiner.png?imwidth=3840&imdensity=1,,,,500-g-Box,,9.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FISCH & MEERESFRÜCHTE,2023-07-08
Mix Dim Sum,https://offer-images.api.edeka/ae0b53e6-2528-47b7-be42-7ca14dd04edb_2902_Mix_Dim_Sum_I_frei.png?imwidth=3840&imdensity=1,,,,200-g-Box,,4.59,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FISCH & MEERESFRÜCHTE,2023-07-08
EDEKA Thunfischfilets natur,https://offer-images.api.edeka/f23c3a66-8a35-4e7d-ae21-878416efb857_3409408002-_MSC_E.THUNFISCHFILETS_NAT.185G.png?imwidth=3840&imdensity=1,,,,"185 g, Abtropfgewicht 130 g und weitere Sorten, Dose",,1.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FISCH & MEERESFRÜCHTE,2023-07-08
EDEKA Genussmomente Filets vom Weißen Thunfisch,https://offer-images.api.edeka/0941a1af-5468-4e8f-8093-5b491fde4a1a_4311501653333_PER.tif.png?imwidth=3840&imdensity=1,,,,"im eigenen Saft 190 g, Abtropfgewicht 135 g, Glas",SUPERKNÜLLER,3.79,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FISCH & MEERESFRÜCHTE,2023-07-08
Donnerstag bis Samstag: Königsmatjes,https://offer-images.api.edeka/35da88c6-33ed-4a9b-9c3f-bb61c193a198_155986_78.png?imwidth=3840&imdensity=1,,,,"Doppelmatjesfilets handfiletiert und mild gesalzen, gefangen im FAO 27 Nordsee, 3 Stück
 
• 3 Stück in der Schale",SUPERKNÜLLER,4.90,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FISCH & MEERESFRÜCHTE,2023-07-08
Spanischer Serrano-Schinken,https://offer-images.api.edeka/8fae6d30-ae3c-43e6-b967-f8bc955a2434_Serrano_3012824000.png?imwidth=3840&imdensity=1,,,,"luftgetrocknet, mindestens 12 Monate gereift, hauchdünn geschnitten, 100 g",SUPERKNÜLLER,3.29,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-08
Frische Hähnchenbrustfilets,https://offer-images.api.edeka/1c0e2ee6-3bbe-41c0-8962-c77c5ac54bf3_4995676002_3000424001_4961444004_5172065006.png?imwidth=3840&imdensity=1,,,,"oder Hähnchengeschnetzeltes,  HKL A, natur, 100 g",SUPERKNÜLLER,1.11,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-08
Lammlachse,https://offer-images.api.edeka/4e3d9c6a-bcbf-404a-9ecd-4d78bcdcd0b6_144734_38.png?imwidth=3840&imdensity=1,,,,"natur oder verschieden mariniert. Grüne Wiesen, auf denen sich die Tiere das ganze Jahr bewegen, Klima und frisches Futter; diese Faktoren verleihen dem neuseeländischen Lamm seine hohe Fleischqualität und das unvergessliche Aroma, 100 g",SUPERKNÜLLER,4.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-08
Rinderbeinscheiben,https://offer-images.api.edeka/99355568-f5f4-4237-aa54-d9f13fd1c96a_144342_55.png?imwidth=3840&imdensity=1,,,,"für eine kräftige Fleischbrühe, 1 kg",,8.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-08
Schweineschnitzel,https://offer-images.api.edeka/e21245c9-d6da-469e-bf21-3eeafe028be0_144004_64.png?imwidth=3840&imdensity=1,,,,"aus der Oberschale, 1 kg",,9.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-08
Putensteaks,https://offer-images.api.edeka/7c0c1e6f-b833-46df-8db5-4f4029284e76_144642_24.png?imwidth=3840&imdensity=1,,,,"verschieden mariniert, 100 g",,1.69,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-08
Frische Schweinefilets,https://offer-images.api.edeka/fc21967f-4dd3-4e47-b206-f8e684aa2dfb_Schweinefilets_neu.png?imwidth=3840&imdensity=1,,,,"1A pariert, zart und saftig, 100 g",SUPERKNÜLLER,1.29,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-08
Salsiccia-Schnecke,https://offer-images.api.edeka/5d297c23-38f6-45e6-9c84-290c41f72b27_45216_Salsiccia.png?imwidth=3840&imdensity=1,,,,"verschiedene Sorten, ideal für Grill und Pfanne, 100 g
 
• Aus eigener Herstellung",SUPERKNÜLLER,1.79,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-08
Almochsen Picanha/Tafelspitz,https://offer-images.api.edeka/c1b42fdf-752e-4fb1-8174-9ac35e180c54_2462154_iq.png?imwidth=3840&imdensity=1,,,,"eignet sich mit der Fettabdeckung ideal zum Grillen, Smoken oder Garen. Mithilfe eines Kerntermometers lässt sich der richtige Garpunkt erziehlen. Es braucht bei 130°C etwa 90 Minuten, um die Kerntemperatur von 56° C zu erreichen, 100 g",,2.89,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-08
Almochsen Rouladen,https://offer-images.api.edeka/50d50671-a41f-48f7-8589-371f718c594c_144324_12.png?imwidth=3840&imdensity=1,,,,"zart und saftig, 100 g",,2.29,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-08
Almochsen Schmorbraten,https://offer-images.api.edeka/aa906200-8b79-47ce-8bed-99652036e3cb_144316_30.png?imwidth=3840&imdensity=1,,,,"oder Gulasch, zart und saftig, 100 g",,2.29,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-08
Almochsen Tomahawk,https://offer-images.api.edeka/264fa59a-5f5f-4d0e-9060-d0e2dcc7ae1e_EDEKA_AT_KW22_2019_OCHSEN_TOMAHAWK_8461371.png?imwidth=3840&imdensity=1,,,,"mit einer besonderen Marmorierung und feinem Aroma, zart und saftig, an seiner typischen, feinen Marmorierung sowie der kräftigen kirsch- bis rubinroten Farbe erkennt man die hohe Qualität, 100 g",SUPERKNÜLLER,2.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-08
Almochsenspieße,https://offer-images.api.edeka/f420b192-9fdf-45c1-8f3b-b90e3932f8f5_Rinderspiesse.png?imwidth=3840&imdensity=1,,,,"leicht marmoriert, stark im Geschmack, hervorragend zum Barbecue geeignet, 100 g",,2.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-08
XXL Pollo Fino,https://offer-images.api.edeka/de56a4f8-1072-421a-8d7c-f656ffa7e820_XXL_Pollo-Fino.png?imwidth=3840&imdensity=1,,,,"Hähnchenkeule ausgelöst, natur oder verschieden mariniert, zart und saftig, ideal für Grill und Pfanne, 100 g",SUPERKNÜLLER,1.11,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-08
Peperroni-Spieße mariniert,https://offer-images.api.edeka/3b750eb0-c709-49b8-b9aa-6b2e1448b912_Peperoni-Spiesse.png?imwidth=3840&imdensity=1,,,,"ideal zum Grillen, DLG-prämiert, 100 g",,1.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-08
Grillkäseröllchen,https://offer-images.api.edeka/4a6f018a-ed74-4e3f-b3a3-1d7aed849309_144263_38.png?imwidth=3840&imdensity=1,,,,"Spezialität zum Grillen, für Backofen und Pfanne, 100 g",,1.29,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-08
XXL-Schweinefleisch-Spieße,https://offer-images.api.edeka/382ced86-38ea-4ae6-8d59-fe2eb7fd2512_144294_04.png?imwidth=3840&imdensity=1,,,,"mariniert, aus dem Schweinenacken geschnitten, 100 g",SUPERKNÜLLER,1.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-08
Schweinerückensteaks,https://offer-images.api.edeka/91ee81ac-5a64-48c6-a056-1208be72ee91_4802184007_SB_S-RUECK-ST.CHILI-TOM600G_8P.png?imwidth=3840&imdensity=1,,,,"verschieden mariniert, 1 kg",,9.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-08
XXL Putenspieße,https://offer-images.api.edeka/bdc9c15c-8157-4c7b-b7e9-e2b478b1fe16_144700_23.png?imwidth=3840&imdensity=1,,,,"aus der Putenbrust, verschieden mariniert, 100 g",SUPERKNÜLLER,1.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-08
Deutsche Rinderfilet-Spieße,https://offer-images.api.edeka/28f59cc8-fffc-46b4-82ab-302c1a518e74_144294_04.png?imwidth=3840&imdensity=1,,,,"zart und saftig, mild im Geschmack, mit hervorragender Saftigkeit, 100 g",,3.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-08
Iberico Schweinefilets,https://offer-images.api.edeka/a7fd1252-b856-4d63-892a-6efe9b64db98_144237_92.png?imwidth=3840&imdensity=1,,,,"oder Iberico Schlemmer-Spieße, vom Filet, spanische Spezialität mit einem feinen nussigen Geschmack, das besondere Stück aus den Eichenwäldern Spaniens, 100 g",SUPERKNÜLLER,3.29,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-08
Maisspieße,https://offer-images.api.edeka/c7f88fb0-e2d7-4f2e-955c-a3b06c343e64_144223_64.png?imwidth=3840&imdensity=1,,,,"grillfertig mariniert, die ideale Beilage, 100 g",,1.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-08
U.S.-Burgerpatties,https://offer-images.api.edeka/681da885-1538-4ff5-ba3c-d767f97a2f83_2866213_VP_Rind-Hamburger_0002_300dpi_ECI_RGB_v2.png?imwidth=3840&imdensity=1,,,,"ideal für Grill und Pfanne, 100 g",SUPERKNÜLLER,2.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-08
Scotch Beef Hanging Tender/Onglet,https://offer-images.api.edeka/040e3c37-885d-4c3b-ba5b-e0cc1ac88f0b_Onglet.png?imwidth=3840&imdensity=1,,,,"vom schottischen Ochsen, leicht marmoriert, stark im Geschmack, hervorragend zum Barbecue geeignet, 100 g
 
• Special Cut",SUPERKNÜLLER,2.69,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-08
Delikatess-Bierschinken,https://offer-images.api.edeka/67d043bd-8d64-46a7-b07d-dc64bf30d48b_133038_05.png?imwidth=3840&imdensity=1,,,,"oder Bierwurst, DLG-prämiert, 100 g
 
• Glutenfrei
 
• Laktosefrei",,1.29,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-08
Spanische Serrano-Edelsalami,https://offer-images.api.edeka/1decd7cf-1d39-4cd3-a7ef-80a603d876e3_1874_HansKremersGmbH_ww.png?imwidth=3840&imdensity=1,,,,"herzhafte Spezialität aus dem Vulkangebiet der Garrotxa, 60 Tage gereift, 100 g",,2.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-08
Hofglück Garschinken,https://offer-images.api.edeka/e9089340-c398-4416-8cc4-6d2ca35f83d8_133713_47.png?imwidth=3840&imdensity=1,,,,"Schweinehinterschinken mit Schwarte, gegart und goldbraun geräuchert, 100 g",,2.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-08
Frühstücksschinken,https://offer-images.api.edeka/3f8be703-e632-4a98-8ef3-9394a2f42142_2353168_2054065_3760765004.png?imwidth=3840&imdensity=1,,,,"Schinkenspeck mild geräuchert, 100 g",SUPERKNÜLLER,1.89,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-08
Weißwurst Münchner Art,https://offer-images.api.edeka/2eb1baae-e7c2-464d-b0b3-071762688630_133006_83.png?imwidth=3840&imdensity=1,,,,"handwerklich hergestellt, 100 g
 
• Aus eigener Herstellung",,1.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-08
Sobrasada Mallorca – traditionale Variante,https://offer-images.api.edeka/64288ff9-2d6d-4727-9697-288b843020e8_2046_Sobrassada_Mallorca.png?imwidth=3840&imdensity=1,,,,"luftgetrocknete, streichfähige Rohwurst von der spanischen Insel Mallorca, 100 g",,2.59,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-08
Oberländer Bratwurst am Spieß,https://offer-images.api.edeka/4d395642-9cc5-4e75-9797-95db7e41807b_Oberlaender_am_Spiess_Scheck.png?imwidth=3840&imdensity=1,,,,"die kleine Weiße ohne Darm, natur oder gewürzt – perfekt zum Grillen, 100 g",,1.89,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-08
Rohesser lang,https://offer-images.api.edeka/667a8584-e15d-4336-a85e-798f7558376e_133428_11.png?imwidth=3840&imdensity=1,,,,"DLG-prämiert, 100 g
 
• Glutenfrei
 
• Laktosefrei",,1.89,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-08
Original elsässische Lachs-Spinat-Quiche klein,https://offer-images.api.edeka/7e7d2af5-2c34-4a49-b759-a0f9c66150da_PLU_15_0443_Quiche_Lorraine_mit_Lachs.png?imwidth=3840&imdensity=1,,,,150-g-Stück,,4.29,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-08
Rindfleischsalat,https://offer-images.api.edeka/8f5b8314-17b5-4ed7-88e3-fe999e6ef9f6_133847_73.png?imwidth=3840&imdensity=1,,,,"zartes Rindfleisch mit Gemüse, in Essig-Öl-Marinade, 100 g",,1.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-08
Delikatess-Rauchschinken,https://offer-images.api.edeka/85c3fad5-96ce-4a7f-b6cd-a229f812b94b_133717_10.png?imwidth=3840&imdensity=1,,,,"ideal zu Spargel, DLG-prämiert, 100 g",,2.19,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-08
Spanischer Trevelez Schinken,https://offer-images.api.edeka/d781edb4-4d5c-42b4-9e78-8bc7c4bd4c20_Trevelez_1.png?imwidth=3840&imdensity=1,,,,"ausschließlich mit Meersalz und Schweinefleisch aus der geschützten Region Granada hergestellt, 23 Monate Reifezeit, 100 g",,4.89,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-08
Kirschwasserschinken,https://offer-images.api.edeka/9eab0c9e-1d10-4b4f-a2f7-bfea4a7fca3d_133745_59.png?imwidth=3840&imdensity=1,,,,"gegart, 100 g",,1.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-08
San Daniele,https://offer-images.api.edeka/2ee795d7-0e29-4ede-81fb-35f4f86363d6_133646_93.png?imwidth=3840&imdensity=1,,,,"seine erstklassige Qualität verdankt dieser Schinken dem streng geregelten Herstellungsverfahren, über das ein Consorzio wacht. Er sei besonders „dolce“ schwärmen Kenner vom Schinken aus San Daniele und meinen das fein-milde und zarte Aroma, 100 g",,4.29,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-08
EDEKA Südwest Fleischsalat,https://offer-images.api.edeka/1fb9be15-ff57-4478-9e22-25087a4b2444_2507089005-GUTFL.FLEISCHSALAT_200G.png?imwidth=3840&imdensity=1,,,,"oder mit Kräuter, 200-g-Becher",,1.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-08
Herta Finesse,https://offer-images.api.edeka/d4bf0b2b-00ba-41b2-8bce-2acc38dcd8ee_Herta_Finesse_Schinken_hauchzart.png?imwidth=3840&imdensity=1,,,,"verschiedene Sorten, 100-g-Packung",SUPERKNÜLLER,1.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-08
Kramer Bacon Würstel,https://offer-images.api.edeka/e2169951-6ec3-4612-a9c9-0d7642a2a517_27231-KRA_BaconWuerstel.png?imwidth=3840&imdensity=1,,,,"3 Stück, 300-g-Packung",,4.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,FLEISCH & WURST,2023-07-08
