product_name,product_image,product_link,product_quantity,tag_label,price,product_information,store_address,store,category,date
Donnerstag bis Samstag: Kerrygold Kräuter Butter ,https://offer-images.api.edeka/e8a3c634-3e22-446e-bc70-85d41ae6d221_KG_Kraeuterbutter_150g_Becher_Seite_C1C1_4001954161669_P2_HighRes.png?imwidth=3840&imdensity=1,,150-g-Becher,SUPERKNÜLLER,1.59,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,,2023-07-05
Donnerstag bis Samstag: Müller Reine Buttermilch ,https://offer-images.api.edeka/ba204451-954d-4e93-9768-ff583fef23ae_ML.BUTTERMILCH_FLASCHE_500G.png?imwidth=3840&imdensity=1,,500-g-Flasche,SUPERKNÜLLER,0.59,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,,2023-07-05
Donnerstag bis Samstag: Parmigiano Reggiano DOP ,https://offer-images.api.edeka/71db6b65-103b-46fa-9a0d-4babe62bdc75_2609897003_Parm.Reggiano_32_02_300dpi_ECI_RGB_v2.png?imwidth=3840&imdensity=1,,"italienischer Hartkäse aus Rohmilch, mind. 32% Fett i. Tr., mind. 12 Monate gereift, mild, nicht scharf, 100 g",SUPERKNÜLLER,2.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,,2023-07-05
Berchtesgadener Land haltbare Berg und Alpen Milch ,https://offer-images.api.edeka/ca7542a6-3a3f-4ff9-a3da-0c39bc991e49_4101530002475_12er_1.png?imwidth=3840&imdensity=1,,"3,5% Fett, Karton mit 12 x 1-L-Packungen",,11.00,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,,2023-07-05
,,,,,,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,,2023-07-05
EDEKA Genussmomente Teigwaren ,https://offer-images.api.edeka/a22891de-01a6-4f2d-9796-da96319cd742_4311501606179_ENT.tif.png?imwidth=3840&imdensity=1,,"verschiedene Ausformungen, 500-g-Packung",SUPERKNÜLLER,1.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,,2023-07-05
Kölln Bio Hafer Flocken zart ,https://offer-images.api.edeka/1cf5f812-5d72-4ac7-b822-a85c6c09b25f_4000540000641_.png?imwidth=3840&imdensity=1,,500-g-Packung,,1.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,,2023-07-05
EDEKA Bio Knusper Müsli ,https://offer-images.api.edeka/5439b509-4ed6-4233-96d0-1e62f918c4b0_4311501636183_PER.png?imwidth=3840&imdensity=1,,"verschiedene Sorten, 500-g-Packung",,2.79,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,,2023-07-05
Alnatura Bio Corn Flakes ,https://offer-images.api.edeka/f54e0af6-b770-4ad9-8d4f-1f6ed14df906_4104420019683_frontal.png?imwidth=3840&imdensity=1,,375-g-Packung,,1.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,,2023-07-05
Alnatura Bio Corn Flakes ungesüßt ,https://offer-images.api.edeka/1152a3a0-cb76-4979-b7f0-ed7720c253b1_4104420139640_Cornflakes_ungesuesst_300g_1601.png?imwidth=3840&imdensity=1,,300-g-Packung,,1.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,,2023-07-05
Barilla Teigwaren Al Bronzo ,https://offer-images.api.edeka/5a960b74-de34-45f4-abf6-d8b9a3de2015_8076809581127_VOR.tif.png?imwidth=3840&imdensity=1,,"oder Collezione, verschiedene Ausformungen, z. B. Al Bronzo Spaghetti 400 g, Packung",,1.79,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,,2023-07-05
Barilla Teigwaren Vollkorn ,https://offer-images.api.edeka/7806d651-0153-4fa4-84bc-fa8d32e8a09a_8076809529419_VOR.tif.png?imwidth=3840&imdensity=1,,"verschiedene Ausformungen, 500-g-Packung",SUPERKNÜLLER,1.79,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,,2023-07-05
Gut & Günstig Spaghetti,https://offer-images.api.edeka/1b304b54-ccb2-4765-a9ac-499e45b03c2b_4311501003770_PER.png?imwidth=3840&imdensity=1,,"oder Fusill, 1-kg-XXL-Vorteilspackung",,1.39,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,,2023-07-05
*Wurzel ,https://offer-images.api.edeka/4f87b28d-3737-43ff-9a17-ddc5e81a1ab0_1315181000-K_U_WURZELBROT_500G-B.png?imwidth=3840&imdensity=1,,"von Hand gedrehtes Weizenbrot mit einer grobporigen Krume, 400-g-Stück
 
• *Nicht erhältlich in Karlsruhe-Durlach und Achern",,3.20,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,,2023-07-05
*Gründerbrot Dinkel ,https://offer-images.api.edeka/e949e459-f2a1-4ebf-8c40-4736fdd4ddf6_5494206002-BAK_GRUENDERBROT_DINKEL_600Gl-B.png?imwidth=3840&imdensity=1,,"Dinkelbrot, 600-g-Laib
 
• *Nicht erhältlich in Karlsruhe-Durlach und Achern",,3.29,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,,2023-07-05
*Mehrkornweck ,https://offer-images.api.edeka/c5fa68df-a815-4cc3-8df0-f3fb12d51568_4011318000-BAK_MEHRKORNWECK_TGL._64G.png?imwidth=3840&imdensity=1,,"3 Stück
 
• *Nicht erhältlich in Karlsruhe-Durlach und Achern",SUPERKNÜLLER,2.29,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,,2023-07-05
Badische Eierteigwaren ,https://offer-images.api.edeka/fa85b56a-5330-4310-baf1-78fb74000b51_4372197007-SIC_WELLENBAND_500G.png?imwidth=3840&imdensity=1,,"mit hohem Ei-Anteil, verschiedene Ausformungen, in den Sorten Hörnchen, Wellenband, Spirelli, Fadennudeln kurz und lang, handwerklich hergestellt, 500-g-Packung
 
• Probierpreis",,3.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,,2023-07-05
EDEKA Genussmomente Ringbrot Walnuss ,https://offer-images.api.edeka/8d7835d9-9fb5-4e68-a5d1-3242cc3d0124_4311501792896_PER.tif.png?imwidth=3840&imdensity=1,,500-g-Packung,SUPERKNÜLLER,2.22,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,,2023-07-05
Dr. Oetker Vitalis Müsli ,https://offer-images.api.edeka/910ec341-ed76-4153-bd3d-fde782373dac_642209003-OE.VITALIS_SCHOKO_MUESLI_600G.png?imwidth=3840&imdensity=1,,"verschiedene Sorten, z. B. Schokomüsli 600 g, Packung",SUPERKNÜLLER,2.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,,2023-07-05
,,,,,,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,,2023-07-05
Iglo Fischstäbchen ,https://offer-images.api.edeka/6526ea03-6ee9-43c8-92a3-21502f44cb11_1519533007-MSC_IGLO_FISCHSTAEBCHEN_450G.png?imwidth=3840&imdensity=1,,"verschiedene Sorten, z. B. 15 Fischstäbchen 450 g, tiefgefroren, Packung",SUPERKNÜLLER,2.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,,2023-07-05
Costa Pacific Prawns ,https://offer-images.api.edeka/07bf08cb-61f5-4c3c-826e-c689e188ba06_790319_Pacific_Prawns.png?imwidth=3840&imdensity=1,,"tiefgefroren, 215-g-Packung",,6.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,,2023-07-05
Dr. Oetker Pizza la Mia Grande ,https://offer-images.api.edeka/84e8046b-993d-4b1e-9a1b-d558d7744b19_4001724027195.png?imwidth=3840&imdensity=1,,"verschiedene Sorten, z. B. Salame Piccante 380 g, tiefgefroren, Packung",SUPERKNÜLLER,3.59,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,,2023-07-05
Frosta Fertiggerichte ,https://offer-images.api.edeka/f8779e47-7496-4ece-b3d2-1ccfbeb382f1_870139008_FROSTA_NASI_GORENG_500G.png?imwidth=3840&imdensity=1,,"verschiedene Sorten, z. B. Nasi Goreng 500 g, tiefgefroren, Packung",SUPERKNÜLLER,2.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,,2023-07-05
Toblerone Stick,https://offer-images.api.edeka/f51a946b-61f1-46a9-adf7-9bee744a6549_4007993033806.png?imwidth=3840&imdensity=1,,"oder Milka Vanilla & Chocolate Swirl, tiefgefroren, 3 x 90-ml-Packung",,1.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,,2023-07-05
Wagner Die Backfrische Pizza,https://offer-images.api.edeka/4f95600a-a16d-49ff-9049-626d04e59e4d_4009233006809_VOR.tif.png?imwidth=3840&imdensity=1,,"oder Piccolinis, verschiedene Sorten, z. B. Die Backfrische Salami 320 g, tiefgefroren, Packung",,1.88,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,,2023-07-05
Wagner Big City London ,https://offer-images.api.edeka/05f4a9e8-b9f2-4a31-b254-9b3ddf25dca2_7613035492844_big_city_1.png?imwidth=3840&imdensity=1,,"tiefgefroren, 420-g-Packung",SUPERKNÜLLER,1.88,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,,2023-07-05
EDEKA Genussmomente Blätterteig Minis Käse-Schinken,https://offer-images.api.edeka/a5f0d7b3-5c0d-4050-b919-9a85709a0849_5573887007-E.GEN.BLAETT.TEI.MI.KAE.300G.png?imwidth=3840&imdensity=1,,"oder Tomate-Mozzarella, tiefgefroren, 300-g-Packung",SUPERKNÜLLER,2.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,,2023-07-05
,,,,,,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,,2023-07-05
Frische Seeteufelsteaks ,https://offer-images.api.edeka/08d71d8f-d738-46c4-99d7-f86c85a6c0fa_Seeteufel_Steak.png?imwidth=3840&imdensity=1,,"gerne filetieren wir Ihre Ware, ideal zum Grillen und Braten, gefangen im FAO 27, 100 g",SUPERKNÜLLER,4.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,,2023-07-05
Feinkost Popp Brotaufstrich Alaska-Seelachs ,https://offer-images.api.edeka/bc35eb83-34db-4e78-9f67-cf6cab485916_4045800522266.png?imwidth=3840&imdensity=1,,150-g-Packung,,1.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,,2023-07-05
Frische Makrelen ,https://offer-images.api.edeka/c4243de0-3350-4e94-839e-f9eac50ceb2a_155252_71.png?imwidth=3840&imdensity=1,,"küchenfertig vorbereitet, Leinenfänge, gefangen im FAO 27, Nordostatlantik/Südwest- England, 100 g",,1.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,,2023-07-05
Für Sie täglich frisch vorbereitet: Fischpfanne „griechische Art“ ,https://offer-images.api.edeka/babc2382-7788-4b31-9045-e9bb35ccbd5f_Garnelenpfanne_Asia_5056.png?imwidth=3840&imdensity=1,,"für die schnelle Fischküche, 100 g
 
• Aus eigener Herstellung",,1.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,,2023-07-05
Frische Schellfischrückenfilets ,https://offer-images.api.edeka/97e23f50-4cfc-4694-8cb2-0ed7ead0975f_155712_65.png?imwidth=3840&imdensity=1,,"grätenfrei, gefangen im FAO 27 Island, nördliche & mittlere Nordsee, 100 g",,3.69,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,,2023-07-05
Unser Grillartikel der Woche: Lachs-Seeteufelspieße ,https://offer-images.api.edeka/329104dd-edf0-4014-bd59-16f1449a7fd7_PLU_150552_Lachs_Seeteufelspiess.png?imwidth=3840&imdensity=1,,"tagesfrisch für Sie zubereitet, 100 g
 
• Aus eigener Herstellung",,3.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,,2023-07-05
Unser Grillartikel der Woche: Rotbarsch-Fackel Bacon ,https://offer-images.api.edeka/75d79e95-c2e7-4e9b-8443-8f54e5b259fc_150092_Rotbarsch_Fackel_Bacon.png?imwidth=3840&imdensity=1,,"zarte Rotbarsch Würfel mariniert, mit Bacon umhüllt, grill & pfannenfertig, 100 g",,2.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,,2023-07-05
Black Tiger Garnelen ,https://offer-images.api.edeka/80b88a04-6a67-4661-9de4-5ce14e5ac2d7_5093_47.png?imwidth=3840&imdensity=1,,"aufgetaut, ohne Kopf und ohne Schale, aus Aquakultur Bangladesch, 100 g",,3.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,,2023-07-05
Bückling/Rollmops ,https://offer-images.api.edeka/408e839e-3bfb-4854-98bc-e66add95ce44_PLU_150543_Raeucher-Rollmops.png?imwidth=3840&imdensity=1,,"mild geräuchert, gefüllt mit Gurke und Zwiebel, 100 g",,1.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,,2023-07-05
Garnelen „Mediterran“ ,https://offer-images.api.edeka/6c2923c8-291a-4329-993d-225e62ee69c3_155833_Garnelen_Mediterran_.png?imwidth=3840&imdensity=1,,"Garnelen in Kräuteröl, mit Tomaten verfeinert, 100 g",,3.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,,2023-07-05
Pastrami Lachs ,https://offer-images.api.edeka/3afa3efb-726d-4320-9e30-89d7bc2b12ba_PLU_15_0461_Pastrami_Lachs.png?imwidth=3840&imdensity=1,,"kalt geräucherter Lachs aus der Fischmanufaktur Fiedler/ Bremerhaven, frisch und fein von Hand geschnitten, 100 g",,5.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,,2023-07-05
California Surimi Avocado,https://offer-images.api.edeka/5854519a-f444-4b2f-9734-8d1680db6ab8_2306_California_Surimi_Avocado_Masago_orange_I_Kopie.png?imwidth=3840&imdensity=1,,210-g-Box,,5.69,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,,2023-07-05
Bowl Chicken Florentiner,https://offer-images.api.edeka/31d74aaa-bff2-45fb-b753-52355b35ae38_2236_Chicken_Florentiner.png?imwidth=3840&imdensity=1,,500-g-Box,,9.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,,2023-07-05
Mix Dim Sum,https://offer-images.api.edeka/9ee55912-20e7-46f3-98f6-af4ba0f828b5_2902_Mix_Dim_Sum_I_frei.png?imwidth=3840&imdensity=1,,200-g-Box,,4.59,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,,2023-07-05
EDEKA Thunfischfilets natur,https://offer-images.api.edeka/5e7d58c9-800a-4e96-b786-d3c2b974466f_3409408002-_MSC_E.THUNFISCHFILETS_NAT.185G.png?imwidth=3840&imdensity=1,,"185 g, Abtropfgewicht 130 g und weitere Sorten, Dose",,1.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,,2023-07-05
EDEKA Genussmomente Filets vom Weißen Thunfisch ,https://offer-images.api.edeka/d3e8bfcf-68e3-4182-b4d7-4aeae35957ae_4311501653333_PER.tif.png?imwidth=3840&imdensity=1,,"im eigenen Saft 190 g, Abtropfgewicht 135 g, Glas",SUPERKNÜLLER,3.79,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,,2023-07-05
Donnerstag bis Samstag: Königsmatjes ,https://offer-images.api.edeka/8b6eacb4-2fa9-413e-9bea-a3f0a7515eb8_155986_78.png?imwidth=3840&imdensity=1,,"Doppelmatjesfilets handfiletiert und mild gesalzen, gefangen im FAO 27 Nordsee, 3 Stück
 
• 3 Stück in der Schale",SUPERKNÜLLER,4.90,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,,2023-07-05
Spanischer Serrano-Schinken ,https://offer-images.api.edeka/eccc0d56-eb25-4741-9004-026cca1b4521_Serrano_3012824000.png?imwidth=3840&imdensity=1,,"luftgetrocknet, mindestens 12 Monate gereift, hauchdünn geschnitten, 100 g",SUPERKNÜLLER,3.29,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,,2023-07-05
Frische Hähnchenbrustfilets ,https://offer-images.api.edeka/46888f85-2de6-4631-93dc-22794e4594bf_4995676002_3000424001_4961444004_5172065006.png?imwidth=3840&imdensity=1,,"oder Hähnchengeschnetzeltes,  HKL A, natur, 100 g",SUPERKNÜLLER,1.11,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,,2023-07-05
Lammlachse ,https://offer-images.api.edeka/697196d7-98a5-4f8c-81f7-5674bfc5dfb5_144734_38.png?imwidth=3840&imdensity=1,,"natur oder verschieden mariniert. Grüne Wiesen, auf denen sich die Tiere das ganze Jahr bewegen, Klima und frisches Futter; diese Faktoren verleihen dem neuseeländischen Lamm seine hohe Fleischqualität und das unvergessliche Aroma, 100 g",SUPERKNÜLLER,4.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,,2023-07-05
Rinderbeinscheiben ,https://offer-images.api.edeka/5e81e277-7be8-4b22-a054-80e5b364819f_144342_55.png?imwidth=3840&imdensity=1,,"für eine kräftige Fleischbrühe, 1 kg",,8.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,,2023-07-05
Schweineschnitzel ,https://offer-images.api.edeka/7584f0ce-1464-44df-bd44-564d0d3d52b0_144004_64.png?imwidth=3840&imdensity=1,,"aus der Oberschale, 1 kg",,9.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,,2023-07-05
Putensteaks ,https://offer-images.api.edeka/65bf485f-bded-4679-96ae-1bc96876c2a6_144642_24.png?imwidth=3840&imdensity=1,,"verschieden mariniert, 100 g",,1.69,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,,2023-07-05
Frische Schweinefilets ,https://offer-images.api.edeka/05ed0d22-2ce4-497d-812d-8da1eeed6fd2_Schweinefilets_neu.png?imwidth=3840&imdensity=1,,"1A pariert, zart und saftig, 100 g",SUPERKNÜLLER,1.29,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,,2023-07-05
Salsiccia-Schnecke ,https://offer-images.api.edeka/a2241e43-775b-435f-8422-8197fbbc3f64_45216_Salsiccia.png?imwidth=3840&imdensity=1,,"verschiedene Sorten, ideal für Grill und Pfanne, 100 g
 
• Aus eigener Herstellung",SUPERKNÜLLER,1.79,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,,2023-07-05
Almochsen Picanha/Tafelspitz ,https://offer-images.api.edeka/02f30261-97aa-41e2-bf04-a5ed92d13f66_2462154_iq.png?imwidth=3840&imdensity=1,,"eignet sich mit der Fettabdeckung ideal zum Grillen, Smoken oder Garen. Mithilfe eines Kerntermometers lässt sich der richtige Garpunkt erziehlen. Es braucht bei 130°C etwa 90 Minuten, um die Kerntemperatur von 56° C zu erreichen, 100 g",,2.89,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,,2023-07-05
Almochsen Rouladen ,https://offer-images.api.edeka/2cb71ec2-7feb-4f29-91c0-6b2f17242715_144324_12.png?imwidth=3840&imdensity=1,,"zart und saftig, 100 g",,2.29,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,,2023-07-05
Almochsen Schmorbraten,https://offer-images.api.edeka/7dc214a8-7423-41d9-ac36-d348234058d6_144316_30.png?imwidth=3840&imdensity=1,,"oder Gulasch, zart und saftig, 100 g",,2.29,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,,2023-07-05
Almochsen Tomahawk ,https://offer-images.api.edeka/a7645ec7-fa4e-49bd-984f-f064fa0aa343_EDEKA_AT_KW22_2019_OCHSEN_TOMAHAWK_8461371.png?imwidth=3840&imdensity=1,,"mit einer besonderen Marmorierung und feinem Aroma, zart und saftig, an seiner typischen, feinen Marmorierung sowie der kräftigen kirsch- bis rubinroten Farbe erkennt man die hohe Qualität, 100 g",SUPERKNÜLLER,2.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,,2023-07-05
Almochsenspieße ,https://offer-images.api.edeka/88be3920-021e-4825-a357-c9409dc1e52a_Rinderspiesse.png?imwidth=3840&imdensity=1,,"leicht marmoriert, stark im Geschmack, hervorragend zum Barbecue geeignet, 100 g",,2.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,,2023-07-05
XXL Pollo Fino ,https://offer-images.api.edeka/b1022822-5d5a-4594-b450-51e6bfd333b7_XXL_Pollo-Fino.png?imwidth=3840&imdensity=1,,"Hähnchenkeule ausgelöst, natur oder verschieden mariniert, zart und saftig, ideal für Grill und Pfanne, 100 g",SUPERKNÜLLER,1.11,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,,2023-07-05
Peperroni-Spieße mariniert ,https://offer-images.api.edeka/ccce8d9e-8f61-4de4-b49f-4534fbe8a3af_Peperoni-Spiesse.png?imwidth=3840&imdensity=1,,"ideal zum Grillen, DLG-prämiert, 100 g",,1.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,,2023-07-05
Grillkäseröllchen ,https://offer-images.api.edeka/c3748973-81ee-4079-ad25-5d396269f498_144263_38.png?imwidth=3840&imdensity=1,,"Spezialität zum Grillen, für Backofen und Pfanne, 100 g",,1.29,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,,2023-07-05
XXL-Schweinefleisch-Spieße ,https://offer-images.api.edeka/3e3ed486-56ba-477b-aff7-ee94d2ca77fb_144294_04.png?imwidth=3840&imdensity=1,,"mariniert, aus dem Schweinenacken geschnitten, 100 g",SUPERKNÜLLER,1.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,,2023-07-05
Schweinerückensteaks,https://offer-images.api.edeka/e9f9cca9-45c7-4d45-83a1-899a09bb893a_4802184007_SB_S-RUECK-ST.CHILI-TOM600G_8P.png?imwidth=3840&imdensity=1,,"verschieden mariniert, 1 kg",,9.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,,2023-07-05
XXL Putenspieße ,https://offer-images.api.edeka/2a4874aa-656c-4448-96d9-87e94b4144c0_144700_23.png?imwidth=3840&imdensity=1,,"aus der Putenbrust, verschieden mariniert, 100 g",SUPERKNÜLLER,1.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,,2023-07-05
Deutsche Rinderfilet-Spieße ,https://offer-images.api.edeka/e244be39-e239-45c3-b7d4-9ff8fc53bf5b_144294_04.png?imwidth=3840&imdensity=1,,"zart und saftig, mild im Geschmack, mit hervorragender Saftigkeit, 100 g",,3.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,,2023-07-05
Iberico Schweinefilets,https://offer-images.api.edeka/e7bdbe26-deb5-442a-b4a8-a5556a70d046_144237_92.png?imwidth=3840&imdensity=1,,"oder Iberico Schlemmer-Spieße, vom Filet, spanische Spezialität mit einem feinen nussigen Geschmack, das besondere Stück aus den Eichenwäldern Spaniens, 100 g",SUPERKNÜLLER,3.29,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,,2023-07-05
Maisspieße ,https://offer-images.api.edeka/a4cff127-71c7-48ab-8815-8a0aed15f8af_144223_64.png?imwidth=3840&imdensity=1,,"grillfertig mariniert, die ideale Beilage, 100 g",,1.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,,2023-07-05
U.S.-Burgerpatties ,https://offer-images.api.edeka/28c84dbb-2205-473e-85b2-3a1d1eb39938_2866213_VP_Rind-Hamburger_0002_300dpi_ECI_RGB_v2.png?imwidth=3840&imdensity=1,,"ideal für Grill und Pfanne, 100 g",SUPERKNÜLLER,2.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,,2023-07-05
Scotch Beef Hanging Tender/Onglet ,https://offer-images.api.edeka/c4a80fc3-db69-4a04-9a77-b5300913ee9d_Onglet.png?imwidth=3840&imdensity=1,,"vom schottischen Ochsen, leicht marmoriert, stark im Geschmack, hervorragend zum Barbecue geeignet, 100 g
 
• Special Cut",SUPERKNÜLLER,2.69,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,,2023-07-05
Delikatess-Bierschinken,https://offer-images.api.edeka/86dbec29-4fe8-4f85-b383-4ae4b1dcef1e_133038_05.png?imwidth=3840&imdensity=1,,"oder Bierwurst, DLG-prämiert, 100 g
 
• Glutenfrei
 
• Laktosefrei",,1.29,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,,2023-07-05
Spanische Serrano-Edelsalami,https://offer-images.api.edeka/cade2910-3ee8-4d4c-a581-6b2bb3157b2a_1874_HansKremersGmbH_ww.png?imwidth=3840&imdensity=1,,"herzhafte Spezialität aus dem Vulkangebiet der Garrotxa, 60 Tage gereift, 100 g",,2.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,,2023-07-05
Hofglück Garschinken ,https://offer-images.api.edeka/2a723787-8e56-4e20-b4b6-4f52f6eaaf33_133713_47.png?imwidth=3840&imdensity=1,,"Schweinehinterschinken mit Schwarte, gegart und goldbraun geräuchert, 100 g",,2.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,,2023-07-05
Frühstücksschinken ,https://offer-images.api.edeka/1ec160d6-03f8-4e48-a8f9-00e3781c741d_2353168_2054065_3760765004.png?imwidth=3840&imdensity=1,,"Schinkenspeck mild geräuchert, 100 g",SUPERKNÜLLER,1.89,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,,2023-07-05
Weißwurst Münchner Art ,https://offer-images.api.edeka/6f9967e3-82d5-4dd8-a417-57012d0c8bd0_133006_83.png?imwidth=3840&imdensity=1,,"handwerklich hergestellt, 100 g
 
• Aus eigener Herstellung",,1.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,,2023-07-05
Sobrasada Mallorca – traditionale Variante ,https://offer-images.api.edeka/ea856ad3-ed87-4890-8671-a81987f8cc86_2046_Sobrassada_Mallorca.png?imwidth=3840&imdensity=1,,"luftgetrocknete, streichfähige Rohwurst von der spanischen Insel Mallorca, 100 g",,2.59,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,,2023-07-05
Oberländer Bratwurst am Spieß ,https://offer-images.api.edeka/c541c4c8-b3db-4e24-8fc0-5d355af0679f_Oberlaender_am_Spiess_Scheck.png?imwidth=3840&imdensity=1,,"die kleine Weiße ohne Darm, natur oder gewürzt – perfekt zum Grillen, 100 g",,1.89,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,,2023-07-05
Rohesser lang ,https://offer-images.api.edeka/76b45ef9-60a1-47a3-a2a9-7d6d02364b48_133428_11.png?imwidth=3840&imdensity=1,,"DLG-prämiert, 100 g
 
• Glutenfrei
 
• Laktosefrei",,1.89,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,,2023-07-05
Original elsässische Lachs-Spinat-Quiche klein ,https://offer-images.api.edeka/c2476c28-1acd-4c19-9381-e86c2f5862ac_PLU_15_0443_Quiche_Lorraine_mit_Lachs.png?imwidth=3840&imdensity=1,,150-g-Stück,,4.29,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,,2023-07-05
Rindfleischsalat ,https://offer-images.api.edeka/df11cb39-c2e4-4a80-9b46-08acf139bf87_133847_73.png?imwidth=3840&imdensity=1,,"zartes Rindfleisch mit Gemüse, in Essig-Öl-Marinade, 100 g",,1.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,,2023-07-05
Delikatess-Rauchschinken ,https://offer-images.api.edeka/08918194-9642-4c52-81ad-199484544096_133717_10.png?imwidth=3840&imdensity=1,,"ideal zu Spargel, DLG-prämiert, 100 g",,2.19,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,,2023-07-05
