product_name,product_image,product_link,product_quantity,tag_label,price,product_information,store_address,store,category
EHRMANN Almighurt,https://kaufland.media.schwarz/is/image/schwarz/00427732?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00427690.html,je 140 - 150-g-Becher oder 100-g-Quetschbeutel (1 kg = 2.20 - 3.30),,0.33 ,"Fruchtjoghurt, versch. Sorten,3,8 % Fett im Milchanteil",69123,Kaufland,"Molkereiprodukte, Fette"
MÜLLER Milchreis oder Grießpudding,https://kaufland.media.schwarz/is/image/schwarz/00479014?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00479014.html,je 160 - 200-g-Becher (1 kg = 1.95 - 2.44),,0.39 ,versch. Sorten,69123,Kaufland,"Molkereiprodukte, Fette"
DR. OETKER Pudding,https://kaufland.media.schwarz/is/image/schwarz/00444000?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00444000.html,je 500-g-Becher (1 kg = 3.98) / (1 kg = 3.38)**,,1.99 ,Grießpudding natur oder Sahnepudding Vanilleoder Schoko,69123,Kaufland,"Molkereiprodukte, Fette"
MILCH-SCHNITTE,https://kaufland.media.schwarz/is/image/schwarz/00420612?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00420612.html,10 St. = 280-g-Packg. (1 kg = 7.11),,1.99 ,Snack mit Milchcreme und Honig,69123,Kaufland,"Molkereiprodukte, Fette"
MILKA Schoko-Snack oder OREO Milk-Snack,https://kaufland.media.schwarz/is/image/schwarz/01395263?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01395263.html,je 4 St. = 108 - 116-g-Packg. (1 kg = 11.13 - 11.95),,1.29 ,Riegel mit leckerer Milchcreme,69123,Kaufland,"Molkereiprodukte, Fette"
KERRYGOLD Extra,https://kaufland.media.schwarz/is/image/schwarz/00600310?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00600310.html,je 250-g-Becher (1 kg = 6.36),,1.59 ,"aus irischer Butter undwertvollem Rapsöl,auch gekühlt streichzart,gesalzen oder ungesalzen",69123,Kaufland,"Molkereiprodukte, Fette"
BÄRENMARKE Haltbarer Eiskaffee oder Kakao,https://kaufland.media.schwarz/is/image/schwarz/01289347?JGstbGVnYWN5LW9uc2l0ZS0zJA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01289347.html,je 1-l-Packg. ,,1.29 ,"Eiskaffee klassisch aus 100 % Arabica odervollmundig schokoladiger Kakao,1,8 % Fett",69123,Kaufland,"Molkereiprodukte, Fette"
K-FAVOURITES Burrata,https://kaufland.media.schwarz/is/image/schwarz/01138542_P_222908?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01138542.html,280-g-Becher Abtropfgewicht 125 g (1 kg = 14.32),,1.79 ,"milchig-frisch im Geschmack,mind. 50 % Fett i. Tr.",69123,Kaufland,"Molkereiprodukte, Fette"
GALBANI Mozzarella Mini,https://kaufland.media.schwarz/is/image/schwarz/00501589?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00501589.html,285-g-Packg. Abtropfgewicht 150 g (1 kg = 11.94) / Abtropfgewicht 150 g (1 kg = 10.60)**,,1.79 ,"Weichkäse, mind. 45 % Fett i. Tr.",69123,Kaufland,"Molkereiprodukte, Fette"
LOOSE Quäse-Minis Protein,https://kaufland.media.schwarz/is/image/schwarz/01139265?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01139265.html,115-g-Packg. (1 kg = 15.57),,1.79 ,"Sauermilchkäse,1,5 % Fett i. Tr.",69123,Kaufland,"Molkereiprodukte, Fette"
K-FAVOURITES Halloumi,https://kaufland.media.schwarz/is/image/schwarz/01377115_P_389519?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01377115.html,225-g-Packg. (1 kg = 11.07),,2.49 ,"natur, traditionell aus Kuh-, Schafs- undZiegenmilch, 43 % Fett i. Tr.",69123,Kaufland,"Molkereiprodukte, Fette"
"MILRAM Müritzer, Sylter oder Benjamin",https://kaufland.media.schwarz/is/image/schwarz/01151398?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01151398.html,je 150-g-Packg. (1 kg = 9.27),,1.39 ,"herzhafter Schnittkäse,in Scheiben, 48 - 55 % Fett i. Tr.",69123,Kaufland,"Molkereiprodukte, Fette"
KERRYGOLD Orig. irischer Cheddar oder Butterkäse,https://kaufland.media.schwarz/is/image/schwarz/00501534?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00501534.html,je 150-g-Packg. (1 kg = 9.94),,1.49 ,"48 - 52 % Fett i. Tr., versch. Sorten Cheddar",69123,Kaufland,"Molkereiprodukte, Fette"
FERDI FUCHS Cheese-Sticks oder Gouda-Scheiben,https://kaufland.media.schwarz/is/image/schwarz/01217675?JGstbGVnYWN5LW9uc2l0ZS0zJA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01217675.html,je 80-g-Packg. (1 kg = 17.38),,1.39 ,"Mozzarella-Stangen zum Snacken oderSchnittkäse-Scheiben in Tierform,40 - 48 % Fett i. Tr.",69123,Kaufland,"Molkereiprodukte, Fette"
BABYBEL Mini,https://kaufland.media.schwarz/is/image/schwarz/01169310?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01169310.html,je 9 St. = 180-g-Netz (1 kg = 13.28),,2.39 ,"halbfester Schnittkäse, Original oder Light,25 - 45 % Fett i. Tr.",69123,Kaufland,"Molkereiprodukte, Fette"
EXQUISA oder MIREE Frischkäsezubereitung,https://kaufland.media.schwarz/is/image/schwarz/00515502?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00515502.html,je 135 - 200-g-Packg. (1 kg = 4.95 - 7.34),,0.99 ,"versch. Sorten, Magerstufe - Doppelrahmstufe",69123,Kaufland,"Molkereiprodukte, Fette"
RAMA Zum Braten,https://kaufland.media.schwarz/is/image/schwarz/01600774?JGstbGVnYWN5LW9uc2l0ZS0zJA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01600774.html,je 500-ml-Fl. (1 l = 2.98),,1.49 ,"flüssige Pflanzencreme, vielseitig verwendbar,Culinesse oder Butternote",69123,Kaufland,"Molkereiprodukte, Fette"
BECEL Streichfett,https://kaufland.media.schwarz/is/image/schwarz/01606003?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01606003.html,je 225-g-Becher (1 kg = 5.29),,1.19 ,"mit mehrfach ungesättigten Omega-3-und Omega-6-Fettsäuren, versch. Sorten,28 - 39 % Fett",69123,Kaufland,"Molkereiprodukte, Fette"
MILKA oder OREO Eis,https://kaufland.media.schwarz/is/image/schwarz/01533863?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01533863.html,je 270-ml-Packg. (1 l = 8.23),,2.22 ,"Vanilleeis mit Alpenmilchschokolade, am Stielodersahniges Stieleis mit Oreo-Stückchen",69123,Kaufland,Tiefkühlkost
IGLO Gemüse,https://kaufland.media.schwarz/is/image/schwarz/00875769?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00875769.html,je 400-g-Packg. (1 kg = 4.48),,1.79 ,Gartenerbsen oder Prinzessbohnen,69123,Kaufland,Tiefkühlkost
JÜTRO Früchtemix für Smoothies,https://kaufland.media.schwarz/is/image/schwarz/01168049?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01168049.html,je 450-g-Beutel (1 kg = 3.76),,1.69 ,Banana Mix oder Tropical Thunder,69123,Kaufland,Tiefkühlkost
BEYOND MEAT Beyond Burger,https://kaufland.media.schwarz/is/image/schwarz/01257558?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01257558.html,2 St. = 226-g-Packg. (1 kg = 14.74) / (1 kg = 13.23)**,,3.33 ,"vegan, auf Erbsenproteinbasis",69123,Kaufland,Tiefkühlkost
K-CLASSIC Backofen-Snacks,https://kaufland.media.schwarz/is/image/schwarz/01141670_P_718492?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01141670.html,je 250-g-Packg. (1 kg = 6.36),,1.59 ,"im Teigmantel oder paniert und vorfrittiert,versch. Sorten",69123,Kaufland,Tiefkühlkost
K-CLASSIC Chicken Nuggets,https://kaufland.media.schwarz/is/image/schwarz/01167323?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01167323.html,je 300-g-Packg. (1 kg = 7.40),,2.22 ,"aus fein zerkleinertem Hähnchenfleisch,mit Curry- oder Sweet-Chili-Dip",69123,Kaufland,Tiefkühlkost
DR. OETKER Die Ofenfrische oder Pizza Tradizionale,https://kaufland.media.schwarz/is/image/schwarz/00806349?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00806349.html,je 380 - 415-g-Packg. (1 kg = 4.80 - 5.24),,1.99 ,versch. Sorten,69123,Kaufland,Tiefkühlkost
POPPIES Mini-Donuts oder -Eclairs,https://kaufland.media.schwarz/is/image/schwarz/00800930?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00800930.html,je 8 - 12 St. = 184 - 276-g-Packg. (1 kg = 8.05 - 12.07),,2.22 ,Donut-Mischung aus 3 Sorten oder 2 Sorten gefülltoder Eclairs mit Vanillecreme-Füllung,69123,Kaufland,Tiefkühlkost
SCHWARMSTEDTER Kartoffel-Griller,https://kaufland.media.schwarz/is/image/schwarz/00970323?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00970323.html,6 St. = 360-g-Packg. (1 kg = 6.17),,2.22 ,mit Tzatziki-Füllung,69123,Kaufland,Tiefkühlkost
MCCAIN Kartoffelspezialitäten,https://kaufland.media.schwarz/is/image/schwarz/00802629?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00802629.html,je 500 - 750-g-Beutel (1 kg = 1.99 - 2.98),,1.49 ,"1-2-3, Deluxe, Crispers oder Potato Pops",69123,Kaufland,Tiefkühlkost
BLOCK HOUSE American Burger,https://kaufland.media.schwarz/is/image/schwarz/00811480?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00811480.html,4 St. = 500-g-Packg. (1 kg = 11.98),,5.99 ,Special Size für perfekte Burger,69123,Kaufland,Tiefkühlkost
ESCAL King Prawns Provençal oder Natur,https://kaufland.media.schwarz/is/image/schwarz/00801142?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00801142.html,je 225 - 250-g-Packg. (1 kg = 11.96 - 13.29),,2.99 ,Garnelen mit Kräuter-Knoblauch-Würzungoder natur ohne Schale,69123,Kaufland,Tiefkühlkost
FROSTA Fischstäbchen,https://kaufland.media.schwarz/is/image/schwarz/00979184?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00979184.html,15 St. = 450-g-Packg. (1 kg = 5.32),,2.39 ,aus Alaska-Seelachs,69123,Kaufland,Tiefkühlkost
TILLMAN'S Toasty,https://kaufland.media.schwarz/is/image/schwarz/01538728?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01538728.html,280-g-Packg. (1 kg = 10.68),,2.99 ,"Snack zum Toasten,Hähnchenbrustfilet",69123,Kaufland,Tiefkühlkost
Kalamata-Oliven,https://kaufland.media.schwarz/is/image/schwarz/01157829FR?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01157829.html,100 g ,,0.79 ,mit Stein,69123,Kaufland,"Feinkost, Konserven"
Sweet Peppacaps,https://kaufland.media.schwarz/is/image/schwarz/01042894FR?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01042894.html,100 g ,,1.59 ,Kirschpaprika mit Frischkäsefüllung,69123,Kaufland,"Feinkost, Konserven"
BLOCK HOUSE Knoblauchbrot,https://kaufland.media.schwarz/is/image/schwarz/01221597?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01221597.html,250-g-Packg. (1 kg = 7.16),,1.79 ,2 Baguettehälften mit Knoblauchcremebestrichen,69123,Kaufland,"Feinkost, Konserven"
HENGLEIN Gnocchi,https://kaufland.media.schwarz/is/image/schwarz/01219521a?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01219521.html,500-g-Packg. (1 kg = 3.98),,1.99 ,Kartoffelklößchen,69123,Kaufland,"Feinkost, Konserven"
K-TAKE IT VEGGIE Vegane Fleischersatzprodukte,https://kaufland.media.schwarz/is/image/schwarz/01540268?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01540268.html,je 200-g-Packg. (1 kg = 8.95),,1.79 ,"Bällchen, Burgerscheiben, Nuggetsoder Schnitzel",69123,Kaufland,"Feinkost, Konserven"
K-CLASSIC Pulled Pork,https://kaufland.media.schwarz/is/image/schwarz/01248949_P_655666?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01248949.html,500-g-Packg. (1 kg = 7.18) / (1 kg = 6.58)**,,3.59 ,"Schweinebraten aus der Oberkeule,mariniert und gegart",69123,Kaufland,"Feinkost, Konserven"
Chicken Bucket,https://kaufland.media.schwarz/is/image/schwarz/01259136?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01259136.html,je 550 - 700-g-Eimer (1 kg = 8.56 - 10.90),AKTION,5.99 *,"Wings, mild gewürzt, oderWings & Bites, scharf gewürzt, mit Dips",69123,Kaufland,"Feinkost, Konserven"
MEICA Curry King,https://kaufland.media.schwarz/is/image/schwarz/01202736?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01202736.html,je 220-g-Schale (1 kg = 7.23),,1.59 ,Currywurst Original oder Scharf,69123,Kaufland,"Feinkost, Konserven"
K-CLASSIC Nudelgericht,https://kaufland.media.schwarz/is/image/schwarz/01404382?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01404382.html,je 350-g-Packg. (1 kg = 5.69),,1.99 ,Spaghetti Carbonara oder Bologneseoder Penne Arrabiata,69123,Kaufland,"Feinkost, Konserven"
K-CLASSIC Cheeseburger,https://kaufland.media.schwarz/is/image/schwarz/01153303_P_794829?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01153303.html,je 2 St. = 300-g-Packg. (1 kg = 6.30),,1.89 ,"Frikadelle vom Rind, Schwein oder Hähnchenmit Gouda im Sesambrötchen",69123,Kaufland,"Feinkost, Konserven"
HOMANN Kartoffelsalat,https://kaufland.media.schwarz/is/image/schwarz/01454185?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01454185.html,je 400-g-Becher (1 kg = 3.98),,1.59 ,versch. Sorten,69123,Kaufland,"Feinkost, Konserven"
POPP Amerik. Krautsalat,https://kaufland.media.schwarz/is/image/schwarz/01218781?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01218781.html,250-g-Packg. (1 kg = 5.96),,1.49 ,"Weißkraut mit cremiger Salatmayonnaise,Sellerie und knackigen Karotten",69123,Kaufland,"Feinkost, Konserven"
K-FAVOURITES Antipasti,https://kaufland.media.schwarz/is/image/schwarz/01213316_P_639299?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01213316.html,je 150-g-Schale (1 kg = 10.60),,1.59 ,gefüllte rote oder grüne Peperoni odergetrocknete Tomaten in Kräutermarinade,69123,Kaufland,"Feinkost, Konserven"
K-CLASSIC Guacamole,https://kaufland.media.schwarz/is/image/schwarz/01359606?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01359606.html,je 150-g-Becher (1 kg = 9.94),,1.49 ,mild oder scharf,69123,Kaufland,"Feinkost, Konserven"
K-FAVOURITES Pfifferlinge oder Steinpilze,https://kaufland.media.schwarz/is/image/schwarz/01279938_P_626447?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01279938.html,je 285 - 290-g-Glas Abtropfgewicht 155 g (1 kg = 19.29),,2.99 ,"handverlesen, mittelgroße, ganzebzw. geschnittene Pilze",69123,Kaufland,"Feinkost, Konserven"
K-CLASSIC Ital. Tomatenmark,https://kaufland.media.schwarz/is/image/schwarz/00910136?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01507609.html,70-g-Dose (1 kg = 4.15),,0.29 ,2-fach konzentriert,69123,Kaufland,"Feinkost, Konserven"
K-CLASSIC Junge Erbsen mit Möhrchen,https://kaufland.media.schwarz/is/image/schwarz/01128879_P_639263?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01128879.html,3 x 200-g-Dose Abtropfgewicht 390 g (1 kg = 4.08),,1.59 ,extra fein,69123,Kaufland,"Feinkost, Konserven"
K-BIO Pizza-Tomaten,https://kaufland.media.schwarz/is/image/schwarz/01058060_P_687073?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01058060.html,je 400-g-Dose (1 kg = 1.98),,0.79 ,"aus sonnengereiften ital. Tomaten, ungewürzt,mit Zwiebeln und Knoblauch oderBasilikum verfeinert",69123,Kaufland,"Feinkost, Konserven"
HEINZ Beanz,https://kaufland.media.schwarz/is/image/schwarz/01096562?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01096562.html,415-g-Dose (1 kg = 3.59),,1.49 ,"weiße, gebackene Bohnen in pikant gewürzterTomatensoße, passt gut zu Speck und Würstchen",69123,Kaufland,"Feinkost, Konserven"
BÄUERLICHE ERZEUGERGEMEINSCHAFT SCHWÄBISCH HALL Echt Hällische Wurstspezialität,https://kaufland.media.schwarz/is/image/schwarz/00898010?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00898010.html,je 200-g-Dose (1 kg = 13.95),,2.79 ,"Lyoner, Bratwurst, Schinkenwurstoder Hausmacher Leberwurst",69123,Kaufland,"Feinkost, Konserven"
MEICA Trueman's,https://kaufland.media.schwarz/is/image/schwarz/01416189?JGstbGVnYWN5LW9uc2l0ZS0zJA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01416189.html,540-g-Glas Abtropfgewicht 350 g (1 kg = 7.98),,2.79 ,"Hot-Dog-Würstchen,American Style, 7 Stück",69123,Kaufland,"Feinkost, Konserven"
SONNEN BASSERMANN Eintopf,https://kaufland.media.schwarz/is/image/schwarz/01111368?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01111509.html,je 800-g-Dose (1 kg = 1.99),,1.59 ,versch. Sorten,69123,Kaufland,"Feinkost, Konserven"
ESCOFFIER Fond,https://kaufland.media.schwarz/is/image/schwarz/03801303?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=03801303.html,je 400-ml-Glas (1 l = 6.23),,2.49 ,"Basis für feine Suppen undSaucen, versch. Sorten",69123,Kaufland,"Feinkost, Konserven"
KÜHNE Dressing,https://kaufland.media.schwarz/is/image/schwarz/03901448?JGstbGVnYWN5LW9uc2l0ZS0zJA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=03901448.html,je 500-ml-Fl. (1 l = 3.58),,1.79 ,versch. Sorten,69123,Kaufland,"Feinkost, Konserven"
HEINZ Tomaten-Ketchup,https://kaufland.media.schwarz/is/image/schwarz/01212263?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01212263.html,je 500-ml-Fl. (1 l = 3.98),,1.99 ,versch. Sorten,69123,Kaufland,"Feinkost, Konserven"
MIRACEL WHIP Salatcreme,https://kaufland.media.schwarz/is/image/schwarz/01306554?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01306554.html,je Glas (1 l = 2.98 - 5.96),,1.49 ,"versch. Sorten, 500 ml, oder vegan, 250 ml",69123,Kaufland,"Feinkost, Konserven"
BLOCK HOUSE Sauce,https://kaufland.media.schwarz/is/image/schwarz/01305655?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01305655.html,je 240-ml-Fl. (1 l = 8.30),,1.99 ,versch. Sorten,69123,Kaufland,"Feinkost, Konserven"
CMC Macaroni & Cheese,https://kaufland.media.schwarz/is/image/schwarz/01104374?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01104374.html,208-g-Packg. (1 kg = 10.68),,2.22 ,schnelle Zubereitung,69123,Kaufland,"Feinkost, Konserven"
KELLOGG'S Pop Tarts,https://kaufland.media.schwarz/is/image/schwarz/01287910?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01287910.html,je 384-g-Packg. (1 kg = 10.40),,3.99 ,"Chocotastic oder Strawberry Sensation,süße Gebäcktaschen mit Schoko- oderErdbeerfüllung",69123,Kaufland,"Feinkost, Konserven"
REESE'S Peanut Butter Cups,https://kaufland.media.schwarz/is/image/schwarz/01529918?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01529918.html,"2 St. = 39,5-g-Packg. (1 kg = 20.00)",,0.79 ,Süßigkeiten-Klassiker ausMilchschokolade und Erdnussbutter,69123,Kaufland,"Feinkost, Konserven"
K-CLASSIC Röstzwiebeln,https://kaufland.media.schwarz/is/image/schwarz/01156686?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01156686.html,150-g-Becher (1 kg = 5.94),,0.89 ,zum Verfeinern und Garnieren,69123,Kaufland,"Feinkost, Konserven"
KÜHNE Balsamico,https://kaufland.media.schwarz/is/image/schwarz/03906195?JGstbGVnYWN5LW9uc2l0ZS0zJA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=03906195.html,je 500-ml-Fl. (1 l = 4.98),,2.49 ,Bianco oder Rosso IGP,69123,Kaufland,"Feinkost, Konserven"
THOMY Reines Sonnenblumenöl,https://kaufland.media.schwarz/is/image/schwarz/03963766?JGstbGVnYWN5LW9uc2l0ZS0zJA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=03963766.html,750-ml-Fl. (1 l = 3.72),,2.79 ,reich an Vitamin E,69123,Kaufland,"Feinkost, Konserven"
K-FAVOURITES Natives Olivenöl extra DOP,https://kaufland.media.schwarz/is/image/schwarz/01338844?JGstbGVnYWN5LW9uc2l0ZS0zJA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01338844.html,500-ml-Fl. (1 l = 9.38),,4.69 ,"Terra di Bari Castel del Monte,aus Oliven aus Apulien",69123,Kaufland,"Feinkost, Konserven"
