product_name,product_image,payback_points,product_link,payback_condition,product_quantity,tag_label,price,product_information,store_address,store,category,offer_duration,date
DR. OETKER Paula,https://kaufland.media.schwarz/is/image/schwarz/00422402?JGstbGVnYWN5LW9uc2l0ZS00JA==,,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00422402.html,,je 4 - 8 Becher = 400 - 500-g-Packg. (1 kg = 2.98 - 3.73) / (1 kg = 2.58 - 3.23)**,"
			KNÜLLER
					",1.49 ,"Desserts mit Flecken,versch. Sorten, auch als Minis","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,Extra-Rabatte mit der Kaufland Card,"

									06.07. - 12.07.
								
",2023-07-08
BULL'S EYE BBQ-Sauce,https://kaufland.media.schwarz/is/image/schwarz/01212101?JGstbGVnYWN5LW9uc2l0ZS00JA==,,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01212101.html,,je 300-ml-Fl. (1 l = 6.64) / (1 l = 5.97)**,"
			KNÜLLER
					",1.99 ,"Grill-Sauce, versch. Sorten","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,Extra-Rabatte mit der Kaufland Card,"

									06.07. - 12.07.
								
",2023-07-08
PANTENE PRO-V Shampoo oder Spülung,https://kaufland.media.schwarz/is/image/schwarz/01092351?JGstbGVnYWN5LW9uc2l0ZS0zJA==,,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01092351.html,,je 200 - 300-ml-Fl. (1 l = 10.97 - 16.45) / (1 l = 9.30 - 13.95)**,"
			-12%
					",3.29 ,versch. Sorten,"Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,Extra-Rabatte mit der Kaufland Card,"

									06.07. - 12.07.
								
",2023-07-08
COTTONELLE Feuchtes Toilettenpapier,https://kaufland.media.schwarz/is/image/schwarz/01502006?JGstbGVnYWN5LW9uc2l0ZS00JA==,,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01502006.html,,je 42-St.-Packg. ,"
			-27%
					",1.19 ,versch. Sorten,"Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,Extra-Rabatte mit der Kaufland Card,"

									06.07. - 12.07.
								
",2023-07-08
"BACARDI Carta Blanca, Negra oder Spiced",https://kaufland.media.schwarz/is/image/schwarz/00970065?JGstbGVnYWN5LW9uc2l0ZS0yJA==,,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00970065.html,,"je 0,7-l-Fl. (1 l = 14.99) / (1 l = 13.56)**","
			KNÜLLER
					",10.49 ,"Superior White, Black oder Spiced Rum,ideal für Cocktails und Longdrinks,35 - 37,5 Vol. %","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,Extra-Rabatte mit der Kaufland Card,"

									06.07. - 12.07.
								
",2023-07-08
BACARDI Razz,https://kaufland.media.schwarz/is/image/schwarz/02100040?JGstbGVnYWN5LW9uc2l0ZS0yJA==,,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=02100040.html,,"0,7-l-Fl. (1 l = 14.99) / (1 l = 13.56)**","
			-22%
					",10.49 ,"weißer Rum mit Himbeergeschmack,32 Vol. %","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,Extra-Rabatte mit der Kaufland Card,"

									06.07. - 12.07.
								
",2023-07-08
AOSTE Stickado Mini-Salamis,https://kaufland.media.schwarz/is/image/schwarz/00161109?JGstbGVnYWN5LW9uc2l0ZS00JA==,,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00161109.html,,je 60 - 70-g-Packg. (1 kg = 22.72 - 26.50) / (1 kg = 19.86 - 23.17)**,"
			KNÜLLER
					",1.59 ,"franz. Salami-Snack, versch. Sorten","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,Extra-Rabatte mit der Kaufland Card,"

									06.07. - 12.07.
								
",2023-07-08
ERDINGER Helles,https://kaufland.media.schwarz/is/image/schwarz/01482069?JGstbGVnYWN5LW9uc2l0ZS00JA==,,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01482069.html,,"Ka. 20 x 0,5-l-Fl. (1 l = 1.50) / (1 l = 1.40)**","
			-21%
					",14.99 ,Lagerbier(+ 3.10 Pfand),"Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,Extra-Rabatte mit der Kaufland Card,"

									06.07. - 12.07.
								
",2023-07-08
HITSCHIES Hitschies,https://kaufland.media.schwarz/is/image/schwarz/01282711?JGstbGVnYWN5LW9uc2l0ZS00JA==,,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01282711.html,,je 200 - 210-g-Packg. (1 kg = 8.53 - 8.95) / (1 kg = 7.10 - 7.45)**,"
			-18%
					",1.79 ,Original oder Sour Mix,"Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,Extra-Rabatte mit der Kaufland Card,"

									06.07. - 12.07.
								
",2023-07-08
ST. DALFOUR Fruchtaufstrich,https://kaufland.media.schwarz/is/image/schwarz/03350080?JGstbGVnYWN5LW9uc2l0ZS0zJA==,,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=03350080.html,,je 284-g-Glas (1 kg = 10.53) / (1 kg = 8.77)**,"
			-18%
					",2.99 ,"original franz. Konfitüre, ohne Kristallzucker,versch. Sorten","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,Extra-Rabatte mit der Kaufland Card,"

									06.07. - 12.07.
								
",2023-07-08
Wendebettwäsche-Set »Harry Potter«,https://kaufland.media.schwarz/is/image/schwarz/01525004_internet?JGstbGVnYWN5LW9uc2l0ZS00JA==,,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01525004.html,,je 2-teilig ,"
			-11%
					",17.99 ,"Aus Baumwolle
Mit Reißverschluss
Versch. Farben
Größe ca. 135 x 200/80 x 80 cm","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,Extra-Rabatte mit der Kaufland Card,"

									06.07. - 12.07.
								
",2023-07-08
LIV&BO® Rollenbox »Klara«,https://kaufland.media.schwarz/is/image/schwarz/01534672_V_803261?JGstbGVnYWN5LW9uc2l0ZS00JA==,,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01534672.html,,je ,"
			-20%
					",12.99 ,"Aus Kunststoff
Deckel mit Verschlussclips
Mit 6 leichtlaufenden Rollen
Belastbarkeit max. 15 kg
Größe ca. B 76 x H 35 x T 39 cm (ca. 75 l)","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,Extra-Rabatte mit der Kaufland Card,"

									06.07. - 12.07.
								
",2023-07-08
LIV&BO® Rollenbox »Klara«,https://kaufland.media.schwarz/is/image/schwarz/01534673_V_803253?JGstbGVnYWN5LW9uc2l0ZS00JA==,,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01534673.html,,je ,"
			-20%
					",7.99 ,"Aus Kunststoff
Deckel mit Verschlussclips
Mit 4 leichtlaufenden Rollen
Belastbarkeit max. 13 kg
Größe ca. B 58 x H 25 x T 39 cm (ca. 40 l)","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,Extra-Rabatte mit der Kaufland Card,"

									06.07. - 12.07.
								
",2023-07-08
LIV&BO® Aufbewahrungsbox »Klara«,https://kaufland.media.schwarz/is/image/schwarz/01534670_P_803265?JGstbGVnYWN5LW9uc2l0ZS00JA==,,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01534670.html,,je ,"
			-20%
					",3.99 ,"Aus Kunststoff
Deckel mit Verschlussclips
Belastbarkeit max. 5 kg
Größe ca. B 39 x H 17 x T 29 cm (ca. 12 l)","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,Extra-Rabatte mit der Kaufland Card,"

									06.07. - 12.07.
								
",2023-07-08
Wendebettwäsche-Set »Playstation«,https://kaufland.media.schwarz/is/image/schwarz/01524864_internet?JGstbGVnYWN5LW9uc2l0ZS00JA==,,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01524864.html,,je 2-teilig ,"
			-11%
					",17.99 ,"Aus Baumwolle
Mit Reißverschluss
Versch. Farben
Größe ca. 135 x 200/80 x 80 cm","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,Extra-Rabatte mit der Kaufland Card,"

									06.07. - 12.07.
								
",2023-07-08
SPICE&SOUL® Blechkuchen-Container,https://kaufland.media.schwarz/is/image/schwarz/01244941_V_549408?JGstbGVnYWN5LW9uc2l0ZS00JA==,,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01244941.html,,je ,"
			-16%
					",2.99 ,"Aus Kunststoff
Temperaturbeständig von -30 bis +80 °C
Größe ca. B 43 x H 9 x T 31 cm","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,Extra-Rabatte mit der Kaufland Card,"

									06.07. - 12.07.
								
",2023-07-08
SPICE&SOUL® Königskuchen-Container,https://kaufland.media.schwarz/is/image/schwarz/01353708_V_549416?JGstbGVnYWN5LW9uc2l0ZS00JA==,,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01353708.html,,je ,"
			-16%
					",2.99 ,"Aus Kunststoff
Temperaturbeständig von -30 bis +80 °C
Größe ca. B 40 x H 15 x T 20 cm","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,Extra-Rabatte mit der Kaufland Card,"

									06.07. - 12.07.
								
",2023-07-08
SPICE&SOUL® Torten-Container,https://kaufland.media.schwarz/is/image/schwarz/01244940_V_549406?JGstbGVnYWN5LW9uc2l0ZS00JA==,,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01244940.html,,je ,"
			-16%
					",2.99 ,"Aus Kunststoff
Temperaturbeständig von -30 bis +80 °C
Größe ca. Ø 34 x 15 cm","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,Extra-Rabatte mit der Kaufland Card,"

									06.07. - 12.07.
								
",2023-07-08
K-CLASSIC Bodenwischer,https://kaufland.media.schwarz/is/image/schwarz/01538264_P_813677?JGstbGVnYWN5LW9uc2l0ZS0zJA==,,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01538264.html,,je ,,5.99 ,"Ideal für Fliesen und glatte Böden
2 Wischbezüge aus Polyester und Polyamid
Polyester aus recyceltem,GRS-zertifiziertem Material
Bezüge maschinenwaschbar
Mit Drehgelenk für schwer zugängliche Stellen
Fußpedal zum Wechseln des Bezugs
Stiel mit Aufhänger ca. 130 cm
3 Jahre Garantie","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,Putz- und Haushaltshelfer,"
06.07. - 12.07.
",2023-07-08
K-CLASSIC Handkehrset,https://kaufland.media.schwarz/is/image/schwarz/01538267_internet?JGstbGVnYWN5LW9uc2l0ZS00JA==,,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01538267.html,,je 2-teilig ,,3.99 ,"Für alle Bodenbeläge
Bambus-Besen mit kräftigen Kunststoffborsten
Flach aufliegende Schaufelöffnung
Mit Aufhänger
Ineinandersteckbar zur Aufbewahrung","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,Putz- und Haushaltshelfer,"
06.07. - 12.07.
",2023-07-08
K-CLASSIC Besenkopf,https://kaufland.media.schwarz/is/image/schwarz/01541601_P_813680?JGstbGVnYWN5LW9uc2l0ZS00JA==,,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01541601.html,,je ,,2.99 ,"Aus Buchenholz
Mit weichen Borsten
Arbeitsbreite ca. 31 cm
3 Jahre Garantie","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,Putz- und Haushaltshelfer,"
06.07. - 12.07.
",2023-07-08
K-CLASSIC Besenstiel,https://kaufland.media.schwarz/is/image/schwarz/01541600_P_813679?JGstbGVnYWN5LW9uc2l0ZS00JA==,,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01541600.html,,je ,,2.99 ,"Aus Buchenholz
Länge ca. 118 cm
3 Jahre Garantie","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,Putz- und Haushaltshelfer,"
06.07. - 12.07.
",2023-07-08
K-CLASSIC Schrubberkopf,https://kaufland.media.schwarz/is/image/schwarz/01541602_P_813681?JGstbGVnYWN5LW9uc2l0ZS00JA==,,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01541602.html,,je ,,2.99 ,"Aus Buchenholz
Mit kräftigen Borsten
Arbeitsbreite ca. 28 cm","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,Putz- und Haushaltshelfer,"
06.07. - 12.07.
",2023-07-08
K-CLASSIC Schrubberkopf,https://kaufland.media.schwarz/is/image/schwarz/01541603_P_813682?JGstbGVnYWN5LW9uc2l0ZS00JA==,,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01541603.html,,je ,,2.99 ,"Aus Buchenholz
Mit kräftigen Borsten
Arbeitsbreite ca. 22 cm","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,Putz- und Haushaltshelfer,"
06.07. - 12.07.
",2023-07-08
K-CLASSIC Trocknerbälle,https://kaufland.media.schwarz/is/image/schwarz/01538262_P_813678?JGstbGVnYWN5LW9uc2l0ZS00JA==,,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01538262.html,,je 4-St.-Packg. ,,3.99 ,"Aus Neuseeland-Schafwolle
Lockern die Wäsche im Trockner auf
Verbessern die Luftzirkulation
Ideal auch für Daunen-Bettwäsche
Wiederverwendbar
Größe je ca. Ø 7 cm
Im Aufbewahrungsbeutel aus Bio-Baumwolle","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,Putz- und Haushaltshelfer,"
06.07. - 12.07.
",2023-07-08
K-CLASSIC Wäscheklammern,https://kaufland.media.schwarz/is/image/schwarz/01538260_P_813676?JGstbGVnYWN5LW9uc2l0ZS00JA==,,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01538260.html,,je 100-St.-Packg. ,,3.99 ,"Aus naturbelassenem Birkenholz
Im Aufbewahrungsbeutel aus Bio-Baumwolle","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,Putz- und Haushaltshelfer,"
06.07. - 12.07.
",2023-07-08
LIV&BO® Organizer,https://kaufland.media.schwarz/is/image/schwarz/01539494_P_813685?JGstbGVnYWN5LW9uc2l0ZS00JA==,,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01539494.html,,je ,,7.99 ,"Rahmen aus Bambus
Mit 3 Fächern
Platzsparend zusammenfaltbar
Größe ca. B/T 30 x H 9 cm (ca. 6,7 l)","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,Putz- und Haushaltshelfer,"
06.07. - 12.07.
",2023-07-08
LIV&BO® Organizer,https://kaufland.media.schwarz/is/image/schwarz/01539500_P_813683?JGstbGVnYWN5LW9uc2l0ZS00JA==,,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01539500.html,,je ,,7.99 ,"Rahmen aus Bambus
Mit 9 Fächern
Platzsparend zusammenfaltbar
Größe ca. B/T 30 x H 9 cm (ca. 6,7 l)","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,Putz- und Haushaltshelfer,"
06.07. - 12.07.
",2023-07-08
LIV&BO® Organizer,https://kaufland.media.schwarz/is/image/schwarz/01539497_P_813684?JGstbGVnYWN5LW9uc2l0ZS00JA==,,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01539497.html,,je ,,7.99 ,"Rahmen aus Bambus
Mit Tragegriffen
Platzsparend zusammenfaltbar
Größe ca. B/T/H 30 cm (ca. 30 l)","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,Putz- und Haushaltshelfer,"
06.07. - 12.07.
",2023-07-08
LIV&BO® Rollenbox »Klara«,https://kaufland.media.schwarz/is/image/schwarz/01534673_V_803253?JGstbGVnYWN5LW9uc2l0ZS00JA==,,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01534673.html,,je ,"
			-20%
					",7.99 ,"Aus Kunststoff
Deckel mit Verschlussclips
Mit 4 leichtlaufenden Rollen
Belastbarkeit max. 13 kg
Größe ca. B 58 x H 25 x T 39 cm (ca. 40 l)","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,Putz- und Haushaltshelfer,"

									06.07. - 12.07.
								
",2023-07-08
LIV&BO® Rollenbox »Klara«,https://kaufland.media.schwarz/is/image/schwarz/01534672_V_803261?JGstbGVnYWN5LW9uc2l0ZS00JA==,,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01534672.html,,je ,"
			-20%
					",12.99 ,"Aus Kunststoff
Deckel mit Verschlussclips
Mit 6 leichtlaufenden Rollen
Belastbarkeit max. 15 kg
Größe ca. B 76 x H 35 x T 39 cm (ca. 75 l)","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,Putz- und Haushaltshelfer,"

									06.07. - 12.07.
								
",2023-07-08
LIV&BO® Aufbewahrungsbox »Klara«,https://kaufland.media.schwarz/is/image/schwarz/01534670_P_803265?JGstbGVnYWN5LW9uc2l0ZS00JA==,,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01534670.html,,je ,"
			-20%
					",3.99 ,"Aus Kunststoff
Deckel mit Verschlussclips
Belastbarkeit max. 5 kg
Größe ca. B 39 x H 17 x T 29 cm (ca. 12 l)","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,Putz- und Haushaltshelfer,"

									06.07. - 12.07.
								
",2023-07-08
LIV&BO® Schmutzfangmatte,https://kaufland.media.schwarz/is/image/schwarz/01531018_internet?JGstbGVnYWN5LW9uc2l0ZS00JA==,,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01531018.html,,je ,,9.99 ,"Oberseite Polypropylen
Unterseite PVC
Strapazierfähig, langlebig und pflegeleicht
Für den Innen- und überdachten Außenbereich
Für Fußbodenheizung geeignet
Größe ca. 120 x 80 cm","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,Putz- und Haushaltshelfer,"
06.07. - 12.07.
",2023-07-08
LIV&BO® Schmutzfangmatte,https://kaufland.media.schwarz/is/image/schwarz/01531013_internet?JGstbGVnYWN5LW9uc2l0ZS00JA==,,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01531011.html,,je ,,3.99 ,"Oberseite Polypropylen
Unterseite PVC
Strapazierfähig, langlebig und pflegeleicht
Für den Innen- und überdachten Außenbereich
Für Fußbodenheizung geeignet
Größe ca. 60 x 40 cm","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,Putz- und Haushaltshelfer,"
06.07. - 12.07.
",2023-07-08
LIV&BO® Schmutzfangmatte,https://kaufland.media.schwarz/is/image/schwarz/01532422_internet?JGstbGVnYWN5LW9uc2l0ZS00JA==,,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01532420.html,,je ,,6.99 ,"Oberseite Polypropylen
Unterseite TPR
Strapazierfähig, langlebig und pflegeleicht
Für den Innen- und überdachten Außenbereich
Für Fußbodenheizung geeignet
Größe ca. 80 x 50 cm","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,Putz- und Haushaltshelfer,"
06.07. - 12.07.
",2023-07-08
LEIFHEIT Fenstersauger »Dry & Clean«,https://kaufland.media.schwarz/is/image/schwarz/01102757e?JGstbGVnYWN5LW9uc2l0ZS00JA==,,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01102757.html,,je ,"
			-38%
					",39.99 ,"Für Glasflächen, Fliesen, Duschkabinen etc.
360° verwendbar (auch schräg oder überkopf)
Austauschbare Absaugdüse ca. 17 cm
Akku-Laufzeit bis zu 38 min (110 m²)
Kombinierbar mit Leifheit ClickSystem-Stielen","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,Putz- und Haushaltshelfer,"
06.07. - 12.07.
",2023-07-08
LEIFHEIT Fensterabzieher »Window Slider M«,https://kaufland.media.schwarz/is/image/schwarz/06601217_P_684525?JGstbGVnYWN5LW9uc2l0ZS00JA==,,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=06601217.html,,je ,"
			-30%
					",6.99 ,"Mit Gummi-Abziehlippe
Bewegliches Gelenk
Kombinierbar mit Leifheit Click-System-Stiel
Wischbreite ca. 28 cm","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,Putz- und Haushaltshelfer,"
06.07. - 12.07.
",2023-07-08
LEIFHEIT Fliesenwischer »FlexiPad«,https://kaufland.media.schwarz/is/image/schwarz/06601222b?JGstbGVnYWN5LW9uc2l0ZS0zJA==,,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=06601222.html,,je ,"
			-36%
					",6.99 ,"Micro-Duo-Bezug
Wischbreite ca. 20 cm
Kombinierbar mit Leifheit Click-System-Stiel
360°-Drehgelenk
Abziehlippe
Runde Aussparung für Armaturen","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,Putz- und Haushaltshelfer,"
06.07. - 12.07.
",2023-07-08
LEIFHEIT Glasreiniger,https://kaufland.media.schwarz/is/image/schwarz/00936541?JGstbGVnYWN5LW9uc2l0ZS00JA==,,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00936541.html,,je 1-l-Flasche ,"
			-46%
					",3.99 ,"Konzentrat
Entfernt auch hartnäckige Verschmutzungen
Mit Kindersicherung","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,Putz- und Haushaltshelfer,"
06.07. - 12.07.
",2023-07-08
LEIFHEIT Staubwedel »Duster XL«,https://kaufland.media.schwarz/is/image/schwarz/00998876c?JGstbGVnYWN5LW9uc2l0ZS00JA==,,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00998876.html,,je ,"
			-36%
					",6.99 ,"Antistatische Mikrofasern binden Staub
Kombinierbar mit Leifheit Click-System-Stiel
Reinigungslänge ca. 38 cm","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,Putz- und Haushaltshelfer,"
06.07. - 12.07.
",2023-07-08
LEIFHEIT Teleskopstiel,https://kaufland.media.schwarz/is/image/schwarz/01002954?JGstbGVnYWN5LW9uc2l0ZS00JA==,,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01002954.html,,je ,"
			-36%
					",6.99 ,"Anti-Rutsch-Kopf
Easy-Click-Funktion
Kombinierbar mit Leifheit-Click-System-Aufsätzen
Größe ca. 80 - 135 cm","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,Putz- und Haushaltshelfer,"
06.07. - 12.07.
",2023-07-08
LEIFHEIT Wand- und Deckenbesen »Dusty«,https://kaufland.media.schwarz/is/image/schwarz/06601825?JGstbGVnYWN5LW9uc2l0ZS0yJA==,,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=06601825.html,,je ,"
			-36%
					",6.99 ,"Kunststoff-Borsten
Dreiecksform
Kombinierbar mit Leifheit Click-System-Stiel
Reinigung unter fließendem Wasser","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,Putz- und Haushaltshelfer,"
06.07. - 12.07.
",2023-07-08
LEIFHEIT Wischtuchpresse »Profi XL«,https://kaufland.media.schwarz/is/image/schwarz/01024901?JGstbGVnYWN5LW9uc2l0ZS00JA==,,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01024901.html,,je 2-teilig ,"
			-44%
					",49.99 ,"8-l-Eimer mit Rollen und Pressaufsatz
3-teiliger Stiel ca. 140 cm
360°-Drehgelenk, Fußbedienung
Bodenwischer mit 2-Faser-Bezug","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,Putz- und Haushaltshelfer,"
06.07. - 12.07.
",2023-07-08
ROWENTA Bodenstaubsauger »RO3923«,https://kaufland.media.schwarz/is/image/schwarz/01540768_V_780093?JGstbGVnYWN5LW9uc2l0ZS00JA==,,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01540768.html,,je ,"
			1/2 PREIS
					",79.99 ,"Langlebiger Effitech-Motor mit 750 W
Hochleistungsfilter
Staubbeutel max. 3 l
Staubbeutelfüllanzeige
Umschaltbare Bodendüse
2-in-1-Fugendüse
Integrierte Möbelbürste
Aktionsradius ca. 8,8 m","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,Putz- und Haushaltshelfer,"
06.07. - 12.07.
",2023-07-08
ROWENTA Beutelloser Bodenstaubsauger »Swift Power RO2910EA«,https://kaufland.media.schwarz/is/image/schwarz/01251370?JGstbGVnYWN5LW9uc2l0ZS00JA==,,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01251370.html,,je ,"
			1/2 PREIS
					",79.99 ,"Zyklon-Technologie
Mit Filter-System für staubfreie Luft
Staubbehälter ca. 1,2 l
2-in-1-Fugendüse mit ausklappbarer Bürste
Aktionsradius ca 7,6 m
Automatische Kabelaufwicklung
Geringe Lautstärke mit nur 77 db (A)
750 W","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,Putz- und Haushaltshelfer,"
06.07. - 12.07.
",2023-07-08
SWITCH ON® Akku-Handstaubsauger »HV-B1401«,https://kaufland.media.schwarz/is/image/schwarz/01255826?JGstbGVnYWN5LW9uc2l0ZS00JA==,,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01255826.html,,je ,"
			-23%
					",19.99 ,"Nass- und Trockensauger
Schmutzbehälter nass/trocken ca. 150/400 ml
Schmutzbehälter und Filter sind waschbar
Mit 3 Wechseldüsen
Akkulaufzeit bis zu 23 min
45 W
Inkl. Wandhalterung
3 Jahre Garantie","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,Putz- und Haushaltshelfer,"
06.07. - 12.07.
",2023-07-08
TEFAL Dampfbügeleisen »FV1712«,https://kaufland.media.schwarz/is/image/schwarz/01158636b?JGstbGVnYWN5LW9uc2l0ZS00JA==,,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01158636.html,,je ,"
			-65%
					",17.99 ,"Antihaftbeschichtete Bügelsohle
Dampfmenge bis 24 g/min
Dampfstoß 85 g
Wassertank ca. 200 ml
2.000 W","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,Putz- und Haushaltshelfer,"
06.07. - 12.07.
",2023-07-08
TEFAL Dampfbügelstation »Express Easy SV6111«,https://kaufland.media.schwarz/is/image/schwarz/01390206_P_374527?JGstbGVnYWN5LW9uc2l0ZS00JA==,,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01390206.html,,je ,"
			-73%
					",69.99 ,"Keramik-Bügelsohle mit Precision Tip
Dampfdruck max. 5,2 bar
Dampfleistung 110 g/min
Dampfstoß 250 g
Vertikaldampf
Schnelles Aufheizen in nur 2 min
Wassertank ca. 1,4 l
Selbstreinigungsfunktion (CalcClear-Technologie)
ECO-Funktion
2.200 W","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,Putz- und Haushaltshelfer,"
06.07. - 12.07.
",2023-07-08
