product_name,product_image,product_link,product_quantity,tag_label,price,product_information,store_address,store,category,date
SCHWAIGER Smartphone-/ Tablet-Ladekabel*,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-27/non-food/40023964.png/jcr:content/40023964.png,https://www.penny.de/angebote/multimedia-und-elektronik/schwaiger-smartphone-tablet-ladekabel,je Stück,Aktion,3.99,"Verschiedene Ausführungen
Teilweise verschiedene Farben",Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Multimedia und Elektronik,2023-07-05
DYMO Prägegerät oder Prägebänder*,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-27/non-food/39970757neu.png/jcr:content/39970757neu.png,https://www.penny.de/angebote/multimedia-und-elektronik/dymo-praegegeraet-oder-praegebaender,je Stück/Packung,Aktion,7.99,"[1] Prägegerät

Individuelle Etiketten in Sekundenschnelle
Wisch-, wetter-und kratzfest
Individuelle Beschriftung durch 7 Rahmen, 8 Schriftstile, 178 Symbole und 3 Druckgrößen
Inkl. laminiertem, weißen Schriftband,
	ca. B 12 mm x  L 4 m
Inkl. Batterien, je Stück 9.99
	UVP 34.90, du sparst 71%

[2] Prägebänder

Beständige, perfekt lesbare Ergebnisse
Weiße Schrift auf schwarzem Untergrund, 
	je 3er-Packung 7.99",Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Multimedia und Elektronik,2023-07-05
DYMO Prägegerät Omega,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-27/food/KW27_Praegegeraet.png/jcr:content/KW27_Praegegeraet.png,https://www.penny.de/angebote/multimedia-und-elektronik/dymo-praegegeraet-omega,"Preis mit Coupon: 8.99 €, Preis ohne Coupon: 9.99 €, je Stück",App Coupon,8.99*,"Gültig vom 6.7.2023 bis 8.7.2023
• Wisch-, wetter- und kratzfest
• Viele individuelle Beschriftungsmöglichkeiten
• Inkl. Schriftband
• Preis mit Coupon: 8.99 €
• Preis ohne Coupon: 9.99 €
• Je Stück",Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Multimedia und Elektronik,2023-07-05
DYMO Prägebänder,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-27/food/KW27_Praegeband.png/jcr:content/KW27_Praegeband.png,https://www.penny.de/angebote/multimedia-und-elektronik/dymo-praegebaender,"Preis mit Coupon: 6.99 €, Preis ohne Coupon: 7.99 €, je 3er Pack",App Coupon,6.99*,"Gültig vom 6.7.2023 bis 8.7.2023
• Beständige, perfekt lesbare Ergebnisse
• Weiße Schrift auf schwarzem Untergrund
• Preis mit Coupon: 6.99 €
• Preis ohne Coupon: 7.99 €
• Je 3er Pack",Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Multimedia und Elektronik,2023-07-05
MEGGLE Klassik Baguette,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-27/food/2767470.png/jcr:content/2767470.png,https://www.penny.de/angebote/food-highlights-fuer-alle/meggle-klassik-baguette,"je 160-g-Packung

								(1 kg = 6.19)",-44%,0.99,Kräuterbutter,Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Food-Highlights für alle,2023-07-05
RAMA Sooo Buttrig!,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-27/food/34829535.png/jcr:content/34829535.png,https://www.penny.de/angebote/food-highlights-fuer-alle/rama-sooo-buttrig,"je 225-g-Becher

								(1 kg = 5.29)",-29%,1.19,"Verschiedene Sorten und Fettstufen, je 225-g-Becher (1 kg = 5.29) oder
Normal, je 250-g-Packung (1 kg = 4.76)",Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Food-Highlights für alle,2023-07-05
LINDENHOF Dänische Käsespezialität,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-27/food/36085704.png/jcr:content/36085704.png,https://www.penny.de/angebote/food-highlights-fuer-alle/lindenhof-daenische-kaesespezialitaet,"je 200-g-Packung

								(1 kg = 9.95)",Preisknaller,1.99,Verschiedene Sorten und Fettstufen,Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Food-Highlights für alle,2023-07-05
EHRMANN Robby Früchte-Quark oder Pudding,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-27/food/2520490.png0/jcr:content/2520490.png,https://www.penny.de/angebote/food-highlights-fuer-alle/ehrmann-robby-fruechte-quark-oder-pudding,"je 90-g-Beutel

								(1 kg = 6.11)",Preisknaller,0.55,Verschiedene Sorten,Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Food-Highlights für alle,2023-07-05
MILKY WAY Milchsnack*,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-27/food/35010749.png0/jcr:content/35010749.png,https://www.penny.de/angebote/food-highlights-fuer-alle/milky-way-milchsnack,"je 6 x 28-g-Packung

								(1 kg = 18.99)",Aktion,3.19,,Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Food-Highlights für alle,2023-07-05
BOUNTY  Milchsnack*,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-27/food/35010749_01.png/jcr:content/35010749_01.png,https://www.penny.de/angebote/food-highlights-fuer-alle/bounty-milchsnack,"je 6 x 30-g-Packung

								(1 kg = 17.72)",Aktion,3.19,,Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Food-Highlights für alle,2023-07-05
CHOCOMEL Schokoladenmilch*,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-27/food/1921260.png/jcr:content/1921260.png,https://www.penny.de/angebote/food-highlights-fuer-alle/chocomel-schokoladenmilch,je 1-Liter-Packung,-34%,1.49,"Kakaogetränk, 2,4% Fett",Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Food-Highlights für alle,2023-07-05
COPPENRATH & WIESE Lust auf Kuchen,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-27/food/23207609.png/jcr:content/23207609.png,https://www.penny.de/angebote/food-highlights-fuer-alle/coppenrath--wiese-lust-auf-kuchen,"je 550-g-Packung

								(1 kg = 5.44)",-37%,2.99,"Erdbeer Cheesecake, je 550-g-Packung (1 kg = 5.44) oder
Hot Chocolate Brownie, je 465-g-Packung (1 kg = 6.43)",Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Food-Highlights für alle,2023-07-05
MÜHLENHOF Frische Hähnchen-Innenbrustfilets*,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-27/food/39907671.png/jcr:content/39907671.png,https://www.penny.de/angebote/food-highlights-fuer-alle/muehlenhof-frische-haehnchen-innenbrustfilets,"je 800-g-Packung

								(1 kg = 8.74)",Aktion,6.99,"XXL-Packung
Im Frischfleischregal",Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Food-Highlights für alle,2023-07-05
MESSNER Berner Würstel,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-27/food/32993884.png/jcr:content/32993884.png,https://www.penny.de/angebote/food-highlights-fuer-alle/messner-berner-wuerstel,"je 195-g-Packung

								(1 kg = 12.77)",Aktion,2.49,,Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Food-Highlights für alle,2023-07-05
MESSNER Käsekrainer,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-27/food/32993884_01.png/jcr:content/32993884_01.png,https://www.penny.de/angebote/food-highlights-fuer-alle/messner-kaesekrainer,"je 185-g-Packung

								(1 kg = 13.46)",Aktion,2.49,,Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Food-Highlights für alle,2023-07-05
STOCK­MEYER Salami*,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-27/food/20837619.png/jcr:content/20837619.png,https://www.penny.de/angebote/food-highlights-fuer-alle/stockmeyer-salami,"je 150-g-Packung

								(1 kg = 13.27)",Aktion,1.99,Verschiedene Sorten,Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Food-Highlights für alle,2023-07-05
Pfirsiche,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-27/food/24324453.png/jcr:content/24324453.png,https://www.penny.de/angebote/food-highlights-fuer-alle/pfirsiche,je 1-kg-Schale,-18%,1.79,"Spanien, Italien, Griechenland, Kl. I",Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Food-Highlights für alle,2023-07-05
NATURGUT Bio-Snack-Gurken,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-27/food/39895255.png/jcr:content/39895255.png,https://www.penny.de/angebote/food-highlights-fuer-alle/naturgut-bio-snack-gurken,"je 250-g-Schale

								(1 kg = 3.96)",-41%,0.99,"Spanien, Kl. II",Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Food-Highlights für alle,2023-07-05
RIOS Grand Praliné,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-27/food/34640653.png/jcr:content/34640653.png,https://www.penny.de/angebote/eiskalt-sparen/rios-grand-praline,"je 4 x 70-ml-Packung

								(1 Liter = 8.54)",,2.39,Kokos- oder Haselnuss,Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Eiskalt sparen,2023-07-05
RIOS Double Gigant,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-27/food/27641444.png/jcr:content/27641444.png,https://www.penny.de/angebote/eiskalt-sparen/rios-double-gigant,"je 4 x 90-ml-Packung

								(1 Liter = 5.53)",,1.99,Verschiedene Sorten,Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Eiskalt sparen,2023-07-05
RIOS Gigant Duo Love,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-27/food/37246163.png/jcr:content/37246163.png,https://www.penny.de/angebote/eiskalt-sparen/rios-gigant-duo-love,"je 3 x 85-ml-Packung

								(1 Liter = 8.98)",,2.29,Almond Vanilla oder Berry Vanilla,Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Eiskalt sparen,2023-07-05
RIOS High Protein Eis,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-27/food/32071096.png/jcr:content/32071096.png,https://www.penny.de/angebote/eiskalt-sparen/rios-high-protein-eis,"je 500-ml-Becher

								(1 Liter = 5.98)",,2.99,Verschiedene Sorten,Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Eiskalt sparen,2023-07-05
RIOS Maxi Crisp Sandwich*,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-27/food/30282070.png/jcr:content/30282070.png,https://www.penny.de/angebote/eiskalt-sparen/rios-maxi-crisp-sandwich,"je 6 x 85-ml-Packung

								(1 Liter = 4.29)",Aktion,2.19,,Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Eiskalt sparen,2023-07-05
RIOS Sahne-Sandwich,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-27/food/34402209.png/jcr:content/34402209.png,https://www.penny.de/angebote/eiskalt-sparen/rios-sahne-sandwich,"je 6 x 150-ml-Packung

								(1 Liter = 2.43)",,2.19,Mit Bourbon-Vanille,Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Eiskalt sparen,2023-07-05
RIOS Disco Pop*,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-27/food/28655891.png/jcr:content/28655891.png,https://www.penny.de/angebote/eiskalt-sparen/rios-disco-pop,"je 5 x 70-ml-Packung

								(1 Liter = 5.69)",Aktion,1.99,,Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Eiskalt sparen,2023-07-05
RIOS Sorbet*,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-27/food/24866364.png/jcr:content/24866364.png,https://www.penny.de/angebote/eiskalt-sparen/rios-sorbet,je 1.000-ml-Packung,Aktion,1.89,Zitrone oder Ananas-Mango,Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Eiskalt sparen,2023-07-05
RIOS Cooler Wassereis,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-27/food/25174841.png/jcr:content/25174841.png,https://www.penny.de/angebote/eiskalt-sparen/rios-cooler-wassereis,"je 6 x 110-ml-Packung

								(1 Liter = 3.02)",,1.99,Cola oder Orange,Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Eiskalt sparen,2023-07-05
MITAKOS Hähnchen Gyros*,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-27/food/39051465.png/jcr:content/39051465.png,https://www.penny.de/angebote/begebt-euch-auf-eine-griechische-genussreise/mitakos-haehnchen-gyros,"je 750-g-Beutel

								(1 kg = 9.27)",Aktion,6.95,"NEU
Sous Vide",Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Begebt euch auf eine griechische Genussreise,2023-07-05
MITAKOS Kritharáki,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-27/food/26487564.png/jcr:content/26487564.png,https://www.penny.de/angebote/begebt-euch-auf-eine-griechische-genussreise/mitakos-kritharaki,"je 500-g-Beutel

								(1 kg = 1.58)",Preisknaller,0.79,Reisnudeln,Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Begebt euch auf eine griechische Genussreise,2023-07-05
MITAKOS Express Reis*,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-27/food/35901975.png/jcr:content/35901975.png,https://www.penny.de/angebote/begebt-euch-auf-eine-griechische-genussreise/mitakos-express-reis,"je 250-g-Beutel

								(1 kg = 3.96)",Aktion,0.99,Mediterran oder Olive Knoblauch,Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Begebt euch auf eine griechische Genussreise,2023-07-05
MITAKOS Hülsenfrüchte*,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-27/food/39592308.png/jcr:content/39592308.png,https://www.penny.de/angebote/begebt-euch-auf-eine-griechische-genussreise/mitakos-huelsenfruechte,"je 500-g-Beutel

								(1 kg = 2.98)",Aktion,1.49,"NEU
Weiße Bohnen oder Linsen",Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Begebt euch auf eine griechische Genussreise,2023-07-05
MITAKOS Auflauf*,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-27/food/31439782.png/jcr:content/31439782.png,https://www.penny.de/angebote/begebt-euch-auf-eine-griechische-genussreise/mitakos-auflauf,"je 300-g-Packung

								(1 kg = 5.97)",Aktion,1.79,Kartoffel-Feta oder Nudeln Pastizio,Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Begebt euch auf eine griechische Genussreise,2023-07-05
MITAKOS Eintopf*,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-27/food/39592605.png0/jcr:content/39592605.png,https://www.penny.de/angebote/begebt-euch-auf-eine-griechische-genussreise/mitakos-eintopf,"je 400-g-Dose

								(1 kg = 2.98)",Aktion,1.19,"NEU
Verschiedene Sorten",Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Begebt euch auf eine griechische Genussreise,2023-07-05
MITAKOS Tomaten­sauce*,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-27/food/38626295.png/jcr:content/38626295.png,https://www.penny.de/angebote/begebt-euch-auf-eine-griechische-genussreise/mitakos-tomatensauce,"je 300-g-Beutel

								(1 kg = 4.97)",Aktion,1.49,Verschie­dene Sorten,Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Begebt euch auf eine griechische Genussreise,2023-07-05
MITAKOS Pfefferonen*,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-27/food/39043233.png/jcr:content/39043233.png,https://www.penny.de/angebote/begebt-euch-auf-eine-griechische-genussreise/mitakos-pfefferonen,"je 1.500-g-Glas

								(1 kg = 6.24)",Aktion,4.99,"1,5-kg-Glas
Pikant, Abtropfgewicht = 800 g",Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Begebt euch auf eine griechische Genussreise,2023-07-05
ORTO MIO Riesenoliven ohne Stein*,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-27/food/26491742.png/jcr:content/26491742.png,https://www.penny.de/angebote/begebt-euch-auf-eine-griechische-genussreise/orto-mio-riesenoliven-ohne-stein,"je 1.650-g-Glas

								(1 kg = 5.87)",Aktion,4.99,"1,65-kg-Glas
Abtropfgewicht = 850 g",Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Begebt euch auf eine griechische Genussreise,2023-07-05
MITAKOS Auberginen oder Grüne Bohnen*,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-27/food/27585892.png0/jcr:content/27585892.png,https://www.penny.de/angebote/begebt-euch-auf-eine-griechische-genussreise/mitakos-auberginen-oder-gruene-bohnen,"je 280-g-Dose

								(1 kg = 5.32)",Aktion,1.49,In Tomatensoße,Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Begebt euch auf eine griechische Genussreise,2023-07-05
MITAKOS Gewürzmischung*,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-27/food/26254270.png/jcr:content/26254270.png,https://www.penny.de/angebote/begebt-euch-auf-eine-griechische-genussreise/mitakos-gewuerzmischung,"je 55-g-Glas

								(1 kg = 14.36)",Aktion,0.79,"Tzatziki, je 55-g-Glas (1 kg = 14.36) oder
Feta Halloumi, je 45-g-Glas (1 kg = 17.56)",Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Begebt euch auf eine griechische Genussreise,2023-07-05
MITAKOS Oliven- oder Sesamringe*,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-27/food/35750957.png/jcr:content/35750957.png,https://www.penny.de/angebote/begebt-euch-auf-eine-griechische-genussreise/mitakos-oliven-oder-sesamringe,"je 240-g-Packung

								(1 kg = 7.04)",Aktion,1.69,,Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Begebt euch auf eine griechische Genussreise,2023-07-05
MITAKOS Joghurt griechischer Art*,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-27/food/39123418.png/jcr:content/39123418.png,https://www.penny.de/angebote/begebt-euch-auf-eine-griechische-genussreise/mitakos-joghurt-griechischer-art,"je 200-g-Glas

								(1 kg = 5.95)",Aktion,1.19,"NEU
Honig-Nuss oder Vanille-Erdbeere",Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Begebt euch auf eine griechische Genussreise,2023-07-05
MITAKOS Joghurt nach griechischer Art,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-27/food/36111480.png/jcr:content/36111480.png,https://www.penny.de/angebote/begebt-euch-auf-eine-griechische-genussreise/mitakos-joghurt-nach-griechischer-art,"je 4 x 150-g-Becher

								(1 kg = 2.32)",,1.39,"Aus dem Sortiment
Verschiedene Sorten",Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Begebt euch auf eine griechische Genussreise,2023-07-05
OLIVANO’S Zaziki,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-27/food/24636779.png/jcr:content/24636779.png,https://www.penny.de/angebote/begebt-euch-auf-eine-griechische-genussreise/olivanos-zaziki,"je 500-g-Becher

								(1 kg = 2.98)",Preisknaller,1.49,Mit Frischkäse und frischen Gurken,Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Begebt euch auf eine griechische Genussreise,2023-07-05
MITAKOS Griechischer Frischkäse*,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-27/food/39267947.png/jcr:content/39267947.png,https://www.penny.de/angebote/begebt-euch-auf-eine-griechische-genussreise/mitakos-griechischer-frischkaese,"je 100-g-Becher

								(1 kg = 15.90)",Aktion,1.59,Feuriger oder Grüner Grieche,Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Begebt euch auf eine griechische Genussreise,2023-07-05
MITAKOS Cremiger Hirtenkäse*,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-27/food/33277837.png/jcr:content/33277837.png,https://www.penny.de/angebote/begebt-euch-auf-eine-griechische-genussreise/mitakos-cremiger-hirtenkaese,"je 175-g-Becher

								(1 kg = 9.09)",Aktion,1.59,Natur oder Kräuter,Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Begebt euch auf eine griechische Genussreise,2023-07-05
MITAKOS Feta*,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-27/food/29425177.png/jcr:content/29425177.png,https://www.penny.de/angebote/begebt-euch-auf-eine-griechische-genussreise/mitakos-feta,"je 2 x 125-g-Packung

								(1 kg = 11.96)",Aktion,2.99,"Doppelpack
43% Fett i. Tr.",Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Begebt euch auf eine griechische Genussreise,2023-07-05
MITAKOS Antipasti-Mix*,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-27/food/35906934.png/jcr:content/35906934.png,https://www.penny.de/angebote/begebt-euch-auf-eine-griechische-genussreise/mitakos-antipasti-mix,"je 210-g-Schale

								(1 kg = 14.24)",Aktion,2.99,,Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Begebt euch auf eine griechische Genussreise,2023-07-05
MITAKOS Souvlaki-Spieße*,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-27/food/39375502.png/jcr:content/39375502.png,https://www.penny.de/angebote/begebt-euch-auf-eine-griechische-genussreise/mitakos-souvlaki-spiesse,"je 400-g-Packung

								(1 kg = 9.98)",Aktion,3.99,"Kretastyle, im Frischfleischregal",Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Begebt euch auf eine griechische Genussreise,2023-07-05
MITAKOS Bifteki*,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-27/food/26401247.png0/jcr:content/26401247.png,https://www.penny.de/angebote/begebt-euch-auf-eine-griechische-genussreise/mitakos-bifteki,"je 750-g-Beutel

								(1 kg = 9.05)",Aktion,6.79,"Vom Schwein, gefüllt mit einer Frischkäsezubereitung",Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Begebt euch auf eine griechische Genussreise,2023-07-05
MITAKOS Mini Kartoffel­taschen*,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-27/food/30734429.png/jcr:content/30734429.png,https://www.penny.de/angebote/begebt-euch-auf-eine-griechische-genussreise/mitakos-mini-kartoffeltaschen,"je 360-g-Packung

								(1 kg = 7.75)",Aktion,2.79,Mit Tzatziki gefüllt,Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Begebt euch auf eine griechische Genussreise,2023-07-05
MITAKOS Grillgemüse*,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-27/food/39071137.png/jcr:content/39071137.png,https://www.penny.de/angebote/begebt-euch-auf-eine-griechische-genussreise/mitakos-grillgemuese,"je 500-g-Beutel

								(1 kg = 4.58)",Aktion,2.29,"NEU
Nach griechischer Art mit Salzlakenkäse",Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Begebt euch auf eine griechische Genussreise,2023-07-05
MITAKOS Mini-Spinat­taschen*,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-27/food/26751530.png/jcr:content/26751530.png,https://www.penny.de/angebote/begebt-euch-auf-eine-griechische-genussreise/mitakos-mini-spinattaschen,je 1.000-g-Packung,Aktion,2.99,Mit Feta,Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Begebt euch auf eine griechische Genussreise,2023-07-05
MITAKOS Auberginen-Moussaka*,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-27/food/39592568.png/jcr:content/39592568.png,https://www.penny.de/angebote/begebt-euch-auf-eine-griechische-genussreise/mitakos-auberginen-moussaka,"je 350-g-Packung

								(1 kg = 6.54)",Aktion,2.29,"NEU
Mit gegartem Rinderhackfleisch",Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Begebt euch auf eine griechische Genussreise,2023-07-05
MITAKOS Nussriegel*,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-27/food/26368786.png/jcr:content/26368786.png,https://www.penny.de/angebote/begebt-euch-auf-eine-griechische-genussreise/mitakos-nussriegel,"je 2 x 70-g-Packung

								(1 kg = 7.07)",Aktion,0.99,Sesam-Krokant oder Erdnuss,Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Begebt euch auf eine griechische Genussreise,2023-07-05
MITAKOS Soft-Nougat*,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-27/food/26526831.png/jcr:content/26526831.png,https://www.penny.de/angebote/begebt-euch-auf-eine-griechische-genussreise/mitakos-soft-nougat,"je 4 x 35-g-Packung

								(1 kg = 9.93)",Aktion,1.39,Verschiedene Sorten,Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Begebt euch auf eine griechische Genussreise,2023-07-05
MITAKOS Halva*,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-27/food/27516221.png/jcr:content/27516221.png,https://www.penny.de/angebote/begebt-euch-auf-eine-griechische-genussreise/mitakos-halva,"je 250-g-Packung

								(1 kg = 7.96)",Aktion,1.99,Mit Kakao oder Mandeln,Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Begebt euch auf eine griechische Genussreise,2023-07-05
MITAKOS Erdnüsse*,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-27/food/31014096.png/jcr:content/31014096.png,https://www.penny.de/angebote/begebt-euch-auf-eine-griechische-genussreise/mitakos-erdnuesse,"je 100-g-Beutel

								(1 kg = 9.90)",Aktion,0.99,"Karamel­lisiert, je 100-g-Beutel (1 kg = 9.90) oder
mit Sesam, je 150-g-Beutel (1 kg = 6.60)",Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Begebt euch auf eine griechische Genussreise,2023-07-05
MITAKOS Früchte in Wein*,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-27/food/31018331.png/jcr:content/31018331.png,https://www.penny.de/angebote/begebt-euch-auf-eine-griechische-genussreise/mitakos-fruechte-in-wein,"je 550-g-Glas

								(1 kg = 5.44)",Aktion,2.99,"2,5% vol, rote Früchte oder Süßkirschen",Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Begebt euch auf eine griechische Genussreise,2023-07-05
